region,country,coordinates,product,technology,annual_production_capacity,year_commissioned,capacity_factor
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln coal,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
Oceania,,,Clinker,Dry kiln alternative fuels 43%,2.19,2005,0.913
