product,driver,region,unit,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Ammonium nitrate,Fertiliser,India,Mt Ammonium nitrate,3.1888012,3.244421234,3.291673922,3.337897821,3.383053743,3.427118852,3.462849506,3.495020631,3.52479887,3.552639734,3.57876723,3.754605021,3.930442812,4.106280603,4.282118395,4.457956186,4.633793977,4.809631768,4.98546956,5.161307351,5.337145142,5.512982933,5.688820725,5.864658516,6.040496307,6.216334098,6.39217189,6.568009681,6.743847472,6.919685263,7.095523055
Ammonium nitrate,Fertiliser,Rest of Asia Ammonium nitrated Pacific,Mt Ammonium nitrate,5.84640414,6.070951219,6.008146425,5.94062273,5.868312604,5.791174386,5.696279273,5.592087968,5.480686477,5.362878271,5.239054756,5.298563261,5.351533622,5.398063204,5.438077909,5.471670615,5.498832571,5.519657905,5.534114655,5.542276644,5.544159567,5.539773947,5.529162383,5.512370186,5.489450524,5.460373262,5.425206105,5.383986484,5.336730538,5.283469927,5.224257024
Ammonium nitrate,Fertiliser,OceAmmonium nitrateia,Mt Ammonium nitrate,0.405261365,0.420826767,0.417902661,0.414632076,0.411001908,0.407003767,0.400685729,0.393384137,0.385428426,0.37694801,0.368006808,0.382597722,0.396813236,0.410659846,0.424133512,0.437239915,0.449979476,0.462357936,0.474372978,0.486030518,0.497331065,0.508275632,0.518866785,0.529108209,0.539002607,0.548548552,0.55775014,0.566610356,0.575129682,0.58331061,0.591156476
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urea,Fertiliser,Global,Mt Urea,143.4358103,145.9375408,148.6117025,151.2175833,153.7551576,156.2246192,158.6257476,160.9586619,163.2234676,165.4200337,167.548292,169.6085245,171.6003859,173.5243306,175.3798143,177.1670576,178.8861659,180.5370348,182.1196949,183.6342606,185.0805642,186.4586383,187.7684877,189.0101293,190.1837004,191.2887446,192.3257995,193.2946475,194.1952916,195.0276235,195.7919289
Urea,Fertiliser,North America,Mt Urea,14.12308083,14.36943737,14.52796021,14.68092582,14.82815208,14.96969429,15.10548978,15.23561872,15.36010305,15.47886097,15.59198456,15.69941975,15.80130944,15.89753074,15.98826511,16.07332457,16.15301228,16.22714684,16.2958106,16.35905334,16.41690142,16.46945796,16.51656371,16.55844128,16.5949533,16.62630442,16.6524129,16.67330722,16.68903841,16.69965788,16.70519792
Urea,Fertiliser,Latin America,Mt Urea,8.064827041,8.205496782,8.589966368,8.968237462,9.340331863,9.706318743,10.06618558,10.41995139,10.76759516,11.10909117,11.44436134,11.77342715,12.09620048,12.41264388,12.72268022,13.02624745,13.32335011,13.61379187,13.89757638,14.174728,14.44505469,14.70849347,14.96510233,15.21468402,15.45718648,15.69252436,15.92079772,16.14175203,16.35545423,16.5617501,16.760594
Urea,Fertiliser,Africa,Mt Urea,7.488403916,7.619008447,7.9591475,8.293664791,8.622637484,8.946103383,9.264054988,9.576498064,9.883413208,10.18475199,10.48055131,10.77077319,11.05523082,11.33409745,11.60711935,11.87436746,12.13575584,12.39122847,12.64071933,12.88418462,13.12154052,13.35278678,13.5778793,13.79661446,14.00914169,14.21518232,14.41486285,14.60805964,14.79472232,14.97473045,15.14820201
Urea,Fertiliser,Middle East,Mt Urea,15.87510772,16.15192974,16.82846675,17.49355969,18.14730335,18.78976543,19.42098079,20.04100054,20.64971144,21.24711026,21.83316159,22.40774772,22.97078191,23.52218139,24.06188849,24.58978825,25.10577091,25.60972188,26.10157929,26.58120889,27.0484843,27.50328803,27.94551635,28.3751542,28.79200013,29.19589734,29.58684346,29.96473081,30.32938572,30.68073127,31.01864885
Urea,Fertiliser,Russia,Mt Urea,10.68109617,10.86737465,10.87359703,10.87177684,10.86243496,10.84585246,10.91850129,11.01669867,11.12504544,11.23745388,11.3509048,11.45006716,11.5449742,11.6356154,11.72199784,11.80417869,11.88209015,11.95578937,12.02536812,12.09070171,12.15188822,12.20892298,12.26184749,12.31059742,12.35526927,12.39584381,12.43235871,12.4647726,12.49316246,12.51749902,12.53779814
Urea,Fertiliser,Europe,Mt Urea,13.16115441,13.39070271,13.49193722,13.58836789,13.67995997,13.76671445,13.84860275,13.92563572,13.9978068,14.06516886,14.12769079,14.18546164,14.23846193,14.28677309,14.33039178,14.36934533,14.40373118,14.43349999,14.45878227,14.47957266,14.49591066,14.50786059,14.51543779,14.51870274,14.51769369,14.51242743,14.50294805,14.48936004,14.47162303,14.44980892,14.42395833
Urea,Fertiliser,China,Mt Urea,32.81603671,32.81603671,33.90375782,34.99147892,36.07920003,37.16692114,38.25464224,39.34236335,40.43008445,41.51780556,42.60552667,42.11605217,41.62657767,41.13710317,40.64762868,40.15815418,39.66867968,39.17920518,38.68973068,38.20025619,37.71078169,37.22130719,36.73183269,36.24235819,35.7528837,35.2634092,34.7739347,34.2844602,33.79498571,33.30551121,32.81603671
Urea,Fertiliser,India,Mt Urea,13.9253548,14.16824505,14.37459546,14.5764532,14.77364713,14.96607752,15.12211172,15.26260161,15.39264187,15.5142217,15.62831933,16.39619524,17.16407115,17.93194707,18.69982298,19.46769889,20.2355748,21.00345072,21.77132663,22.53920254,23.30707845,24.07495436,24.84283028,25.61070619,26.3785821,27.14645801,27.91433393,28.68220984,29.45008575,30.21796166,30.98583758
Urea,Fertiliser,Rest of Asia Ammonium nitrated Pacific,Mt Urea,25.53099013,26.51157737,26.23731159,25.94243858,25.62666343,25.28980422,24.87540143,24.42040258,23.93391716,23.4194539,22.87872204,23.13859307,23.36991231,23.57310495,23.74784741,23.89454528,24.01316035,24.10410367,24.16723567,24.20287871,24.21110135,24.19194954,24.14560931,24.07227852,23.97218937,23.84521024,23.69163681,23.51163254,23.3052679,23.07268115,22.814101
Urea,Fertiliser,OceAmmonium nitrateia,Mt Urea,1.769758584,1.837732009,1.824962568,1.810680067,1.794827283,1.777367577,1.749776984,1.717891252,1.68314901,1.646115407,1.607069571,1.670787449,1.732865976,1.793333512,1.852172419,1.909407508,1.965040612,2.019096801,2.071565962,2.122473926,2.171822921,2.219617365,2.265868463,2.310592313,2.353800713,2.395487435,2.435670367,2.474362542,2.511566064,2.547291816,2.581554371
