product,technology,region,year,co2_scope1,co2_scope1_captured,co2_scope2,co2_scope3_upstream,co2_scope3_downstream
Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North,2020,0.215161028,,0.730538785,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North East,2020,0.215161028,,0.812468368,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - North West,2020,0.215161028,,0.566679618,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,China - South,2020,0.215161028,,0.416475382,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,Europe,2020,0.284975573,,0.213235890,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,Middle East,2020,0.218757787,,0.199315393,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,North America,2020,0.215452095,,0.259728786,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,Oceania,2020,0.217364822,,0.433339219,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,Rest of Asia,2020,0.233955652,,0.539975984,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,Russia,2020,0.284975573,,0.294724189,,
Alumina,MVR-Fossil-Boiler + Oil-Calciner,South America,2020,0.172083083,,0.111621422,,
Alumina,Oil-Boiler + Elec-Calciner,Africa,2020,1.301876330,,0.365875181,,
Alumina,Oil-Boiler + Elec-Calciner,China - Central,2020,1.197291223,,0.423643275,,
Alumina,Oil-Boiler + Elec-Calciner,China - East,2020,1.197291223,,0.627899854,,
Alumina,Oil-Boiler + Elec-Calciner,China - North,2020,1.197291223,,0.809461257,,
Alumina,Oil-Boiler + Elec-Calciner,China - North East,2020,1.197291223,,0.900241959,,
Alumina,Oil-Boiler + Elec-Calciner,China - North West,2020,1.197291223,,0.627899854,,
Alumina,Oil-Boiler + Elec-Calciner,China - South,2020,1.197291223,,0.461468567,,
Alumina,Oil-Boiler + Elec-Calciner,Europe,2020,1.585783245,,0.236272454,,
Alumina,Oil-Boiler + Elec-Calciner,Middle East,2020,1.217305851,,0.220848081,,
Alumina,Oil-Boiler + Elec-Calciner,North America,2020,1.198910904,,0.287788128,,
Alumina,Oil-Boiler + Elec-Calciner,Oceania,2020,1.209554521,,0.480154259,,
Alumina,Oil-Boiler + Elec-Calciner,Rest of Asia,2020,1.301876330,,0.598311339,,
Alumina,Oil-Boiler + Elec-Calciner,Russia,2020,1.585783245,,0.326564198,,
Alumina,Oil-Boiler + Elec-Calciner,South America,2020,0.957578457,,0.123680246,,
Alumina,Oil-Boiler + Gas-Calciner,Africa,2020,1.506476330,,0.000000000,,
Alumina,Oil-Boiler + Gas-Calciner,China - Central,2020,1.385454860,,0.000000000,,
Alumina,Oil-Boiler + Gas-Calciner,China - East,2020,1.385454860,,0.000000000,,
Alumina,Oil-Boiler + Gas-Calciner,China - North,2020,1.385454860,,0.000000000,,
Alumina,Oil-Boiler + Gas-Calciner,China - North East,2020,1.385454860,,0.000000000,,
Alumina,Oil-Boiler + Gas-Calciner,China - North West,2020,1.385454860,,0.000000000,,
