,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,greenfield_bau_score,greenfield_bau_score_binned,greenfield_bau_ranking
16781,16781,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2020,339.3429543,689.4957703,5308.671233,0.0,0.0,0.0,0.0,0.0,0.0,0.7537071839070877,1.0,0.0,0.7537071839070877,8,4524.5
16788,16788,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2020,265.0487032,538.5406046,3255.752496,0.0,0.0,0.0,0.0,0.0,0.0,0.8417023745558742,1.0,0.0,0.8417023745558742,9,2800.0
16795,16795,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2020,307.8452882,625.4970715,4195.657534,0.0,0.0,0.0,0.0,0.0,0.0,0.7910134773608124,1.0,0.0,0.7910134773608124,9,3958.0
16802,16802,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2020,332.3548716,675.2969977,4401.136986,0.0,0.0,0.0,0.0,0.0,0.0,0.7619839706079631,1.0,0.0,0.7619839706079631,8,4433.0
16809,16809,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2020,425.7555166,865.0735906,5746.287993,0.0,0.0,0.0,0.0,0.0,0.0,0.6513588893694144,1.0,0.0,0.6513588893694144,7,4719.0
16816,16816,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2021,280.5173984,569.9707545,3586.187807,0.0,0.0,0.0,0.0,0.0,0.0,0.8233810271695221,1.0,0.0,0.8233810271695221,9,3275.0
16823,16823,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2021,230.6959664,468.7408153,1794.418237,0.0,0.0,0.0,0.0,0.0,0.0,0.8823902552366389,1.0,0.0,0.8823902552366389,10,1660.0
16830,16830,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2021,427.8904728,869.4115125,3894.461866,0.0,0.0,0.0,0.0,0.0,0.0,0.6488302162208968,1.0,0.0,0.6488302162208968,7,4726.0
16837,16837,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2021,304.4743566,618.6478263,4489.568969,0.0,0.0,0.0,0.0,0.0,0.0,0.7950060577343162,1.0,0.0,0.7950060577343162,9,3877.5
16844,16844,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2021,280.5173984,569.9707545,3586.187807,0.0,0.0,0.0,0.0,0.0,0.0,0.8233810271695221,1.0,0.0,0.8233810271695221,9,3275.0
16851,16851,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2021,304.4743566,618.6478263,4489.568969,0.0,0.0,0.0,0.0,0.0,0.0,0.7950060577343162,1.0,0.0,0.7950060577343162,9,3877.5
16858,16858,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2021,245.818469,499.4675519,2812.867689,0.0,0.0,0.0,0.0,0.0,0.0,0.8644789433966066,1.0,0.0,0.8644789433966066,9,2047.0
16865,16865,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2021,280.5173984,569.9707545,3586.187807,0.0,0.0,0.0,0.0,0.0,0.0,0.8233810271695221,1.0,0.0,0.8233810271695221,9,3275.0
16872,16872,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2021,303.1356466,615.9277613,3754.761927,0.0,0.0,0.0,0.0,0.0,0.0,0.7965916453124839,1.0,0.0,0.7965916453124839,9,3836.0
16879,16879,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2021,386.3832283,785.0747991,4829.832064,0.0,0.0,0.0,0.0,0.0,0.0,0.6979919997910295,1.0,0.0,0.6979919997910295,8,4616.0
16886,16886,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2022,257.6602032,523.528242,3088.382923,0.0,0.0,0.0,0.0,0.0,0.0,0.850453421325744,1.0,0.0,0.850453421325744,9,2457.0
16893,16893,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2022,221.512746,450.0818406,1668.187132,0.0,0.0,0.0,0.0,0.0,0.0,0.8932669949291914,1.0,0.0,0.8932669949291914,10,1522.0
16900,16900,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2022,402.2275833,817.2682353,3318.721816,0.0,0.0,0.0,0.0,0.0,0.0,0.6792257154784597,1.0,0.0,0.6792257154784597,8,4643.0
16907,16907,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2022,275.6184891,560.0168798,3822.603255,0.0,0.0,0.0,0.0,0.0,0.0,0.8291833665355166,1.0,0.0,0.8291833665355166,9,3143.5
16914,16914,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2022,257.6602032,523.528242,3088.382923,0.0,0.0,0.0,0.0,0.0,0.0,0.850453421325744,1.0,0.0,0.850453421325744,9,2457.0
16921,16921,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2022,275.6184891,560.0168798,3822.603255,0.0,0.0,0.0,0.0,0.0,0.0,0.8291833665355166,1.0,0.0,0.8291833665355166,9,3143.5
16928,16928,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2022,229.7873465,466.8946312,2451.245961,0.0,0.0,0.0,0.0,0.0,0.0,0.8834664378502864,1.0,0.0,0.8834664378502864,10,1638.0
16935,16935,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2022,257.6602032,523.528242,3088.382923,0.0,0.0,0.0,0.0,0.0,0.0,0.850453421325744,1.0,0.0,0.850453421325744,9,2457.0
16942,16942,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2022,278.6524757,566.1815016,3226.871943,0.0,0.0,0.0,0.0,0.0,0.0,0.8255898687165062,1.0,0.0,0.8255898687165062,9,3223.0
16949,16949,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2022,353.917463,719.1090627,4087.052792,0.0,0.0,0.0,0.0,0.0,0.0,0.7364449240056765,1.0,0.0,0.7364449240056765,8,4569.0
16956,16956,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2023,238.519175,484.636443,2682.21261,0.0,0.0,0.0,0.0,0.0,0.0,0.8731243332837326,1.0,0.0,0.8731243332837326,10,1853.0
16963,16963,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2023,213.0245591,432.8350733,1558.560517,0.0,0.0,0.0,0.0,0.0,0.0,0.9033205268440994,1.0,0.0,0.9033205268440994,10,1282.0
16970,16970,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2023,381.0154677,774.1682863,2853.280981,0.0,0.0,0.0,0.0,0.0,0.0,0.704349653450103,1.0,0.0,0.704349653450103,8,4610.0
16977,16977,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2023,251.7298658,511.4786548,3280.054978,0.0,0.0,0.0,0.0,0.0,0.0,0.857477399122118,1.0,0.0,0.857477399122118,9,2280.5
16984,16984,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2023,238.519175,484.636443,2682.21261,0.0,0.0,0.0,0.0,0.0,0.0,0.8731243332837326,1.0,0.0,0.8731243332837326,10,1853.0
16991,16991,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2023,251.7298658,511.4786548,3280.054978,0.0,0.0,0.0,0.0,0.0,0.0,0.857477399122118,1.0,0.0,0.857477399122118,9,2280.5
16998,16998,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2023,216.4042215,439.7020582,2156.286132,0.0,0.0,0.0,0.0,0.0,0.0,0.8993176055841994,1.0,0.0,0.8993176055841994,10,1378.0
17005,17005,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2023,238.519175,484.636443,2682.21261,0.0,0.0,0.0,0.0,0.0,0.0,0.8731243332837326,1.0,0.0,0.8731243332837326,10,1853.0
17012,17012,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2023,258.1038641,524.4296967,2796.201434,0.0,0.0,0.0,0.0,0.0,0.0,0.8499279429084925,1.0,0.0,0.8499279429084925,9,2468.0
17019,17019,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2023,327.1406268,664.7024068,3485.558041,0.0,0.0,0.0,0.0,0.0,0.0,0.7681597979226211,1.0,0.0,0.7681597979226211,8,4389.0
17026,17026,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2024,222.4794884,452.0461212,2351.313122,0.0,0.0,0.0,0.0,0.0,0.0,0.8921219711819063,1.0,0.0,0.8921219711819063,10,1532.0
17033,17033,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2024,205.1522765,416.8397344,1463.516526,0.0,0.0,0.0,0.0,0.0,0.0,0.9126445727557503,1.0,0.0,0.9126445727557503,10,1076.0
17040,17040,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2024,363.4807955,738.5403703,2477.47228,0.0,0.0,0.0,0.0,0.0,0.0,0.7251179740180854,1.0,0.0,0.7251179740180854,8,4574.0
17047,17047,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2024,231.9587767,471.3066631,2839.350998,0.0,0.0,0.0,0.0,0.0,0.0,0.8808945643661277,1.0,0.0,0.8808945643661277,10,1713.5
17054,17054,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2024,222.4794884,452.0461212,2351.313122,0.0,0.0,0.0,0.0,0.0,0.0,0.8921219711819063,1.0,0.0,0.8921219711819063,10,1532.0
17061,17061,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2024,231.9587767,471.3066631,2839.350998,0.0,0.0,0.0,0.0,0.0,0.0,0.8808945643661277,1.0,0.0,0.8808945643661277,10,1713.5
17068,17068,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2024,205.2198888,416.9771128,1916.063698,0.0,0.0,0.0,0.0,0.0,0.0,0.9125644917650866,1.0,0.0,0.9125644917650866,10,1078.0
17075,17075,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2024,222.4794884,452.0461212,2351.313122,0.0,0.0,0.0,0.0,0.0,0.0,0.8921219711819063,1.0,0.0,0.8921219711819063,10,1532.0
17082,17082,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2024,240.8366762,489.3452699,2445.379379,0.0,0.0,0.0,0.0,0.0,0.0,0.8703794511844662,1.0,0.0,0.8703794511844662,10,1927.0
17089,17089,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2024,305.068919,619.855891,2999.104961,0.0,0.0,0.0,0.0,0.0,0.0,0.7943018493875603,1.0,0.0,0.7943018493875603,9,3893.0
17096,17096,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,209.0395097,424.7380295,2082.286639,0.0,0.0,0.0,0.0,0.0,0.0,0.9080404772642986,1.0,0.0,0.9080404772642986,10,1192.0
17103,17103,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,197.8274901,401.9568285,1381.312123,0.0,0.0,0.0,0.0,0.0,0.0,0.9213201562118926,1.0,0.0,0.9213201562118926,10,953.0
17110,17110,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,348.9995599,709.1165953,2174.55048,0.0,0.0,0.0,0.0,0.0,0.0,0.7422697599044095,1.0,0.0,0.7422697599044095,8,4554.0
17117,17117,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,215.6136512,438.0957338,2482.06915,0.0,0.0,0.0,0.0,0.0,0.0,0.9002539685361071,1.0,0.0,0.9002539685361071,10,1350.5
17124,17124,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,209.0395097,424.7380295,2082.286639,0.0,0.0,0.0,0.0,0.0,0.0,0.9080404772642986,1.0,0.0,0.9080404772642986,10,1192.0
17131,17131,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,215.6136512,438.0957338,2482.06915,0.0,0.0,0.0,0.0,0.0,0.0,0.9002539685361071,1.0,0.0,0.9002539685361071,10,1350.5
17138,17138,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,195.8676724,397.9747625,1720.818748,0.0,0.0,0.0,0.0,0.0,0.0,0.9236413927758932,1.0,0.0,0.9236413927758932,10,909.0
17145,17145,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,209.0395097,424.7380295,2082.286639,0.0,0.0,0.0,0.0,0.0,0.0,0.9080404772642986,1.0,0.0,0.9080404772642986,10,1192.0
17152,17152,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,226.3179643,459.8453487,2160.184855,0.0,0.0,0.0,0.0,0.0,0.0,0.8875756245451168,1.0,0.0,0.8875756245451168,10,1579.0
17159,17159,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2025,286.9065146,582.9525139,2606.387207,0.0,0.0,0.0,0.0,0.0,0.0,0.815813665095443,1.0,0.0,0.815813665095443,9,3378.0
17166,17166,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2026,197.7894752,401.8795878,1864.137734,0.0,0.0,0.0,0.0,0.0,0.0,0.9213651816118861,1.0,0.0,0.9213651816118861,10,951.0
17173,17173,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2026,190.9907934,388.0656503,1310.438112,0.0,0.0,0.0,0.0,0.0,0.0,0.9294176391344229,1.0,0.0,0.9294176391344229,10,767.0
17180,17180,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2026,337.1460565,685.0319919,1933.147066,0.0,0.0,0.0,0.0,0.0,0.0,0.7563092215867824,1.0,0.0,0.7563092215867824,8,4476.0
17187,17187,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2026,202.1308785,410.7006909,2193.140354,0.0,0.0,0.0,0.0,0.0,0.0,0.9162231604539829,1.0,0.0,0.9162231604539829,10,1022.5
17194,17194,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2026,197.7894752,401.8795878,1864.137734,0.0,0.0,0.0,0.0,0.0,0.0,0.9213651816118861,1.0,0.0,0.9213651816118861,10,951.0
17201,17201,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2026,202.1308785,410.7006909,2193.140354,0.0,0.0,0.0,0.0,0.0,0.0,0.9162231604539829,1.0,0.0,0.9162231604539829,10,1022.5
17208,17208,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2026,187.9162835,381.8186912,1558.794769,0.0,0.0,0.0,0.0,0.0,0.0,0.9330591333388389,1.0,0.0,0.9330591333388389,10,688.0
17215,17215,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2026,197.7894752,401.8795878,1864.137734,0.0,0.0,0.0,0.0,0.0,0.0,0.9213651816118861,1.0,0.0,0.9213651816118861,10,951.0
17222,17222,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2026,214.1123126,435.045231,1928.948272,0.0,0.0,0.0,0.0,0.0,0.0,0.9020321757914378,1.0,0.0,0.9020321757914378,10,1307.0
17229,17229,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2026,272.264608,553.2022789,2297.351855,0.0,0.0,0.0,0.0,0.0,0.0,0.833155752049042,1.0,0.0,0.833155752049042,9,3016.0
17236,17236,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2027,188.3942405,382.7898307,1687.812043,0.0,0.0,0.0,0.0,0.0,0.0,0.9324930341223556,1.0,0.0,0.9324930341223556,10,701.0
17243,17243,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2027,185.0022168,375.8977293,1249.576921,0.0,0.0,0.0,0.0,0.0,0.0,0.9365105962856103,1.0,0.0,0.9365105962856103,10,604.0
17250,17250,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2027,327.2937274,665.0134852,1739.173065,0.0,0.0,0.0,0.0,0.0,0.0,0.7679784633471194,1.0,0.0,0.7679784633471194,8,4391.0
17257,17257,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2027,191.061966,388.2102628,1960.19823,0.0,0.0,0.0,0.0,0.0,0.0,0.9293333412727008,1.0,0.0,0.9293333412727008,10,771.5
17264,17264,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2027,188.3942405,382.7898307,1687.812043,0.0,0.0,0.0,0.0,0.0,0.0,0.9324930341223556,1.0,0.0,0.9324930341223556,10,701.0
17271,17271,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2027,191.061966,388.2102628,1960.19823,0.0,0.0,0.0,0.0,0.0,0.0,0.9293333412727008,1.0,0.0,0.9293333412727008,10,771.5
17278,17278,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2027,181.3575985,368.4923925,1428.404857,0.0,0.0,0.0,0.0,0.0,0.0,0.9408273351638161,1.0,0.0,0.9408273351638161,10,553.0
17285,17285,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2027,188.3942405,382.7898307,1687.812043,0.0,0.0,0.0,0.0,0.0,0.0,0.9324930341223556,1.0,0.0,0.9324930341223556,10,701.0
17292,17292,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2027,203.8893103,414.2735698,1742.061277,0.0,0.0,0.0,0.0,0.0,0.0,0.9141404482764872,1.0,0.0,0.9141404482764872,10,1045.0
17299,17299,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2027,260.1561385,528.5996213,2048.074469,0.0,0.0,0.0,0.0,0.0,0.0,0.8474971992854288,1.0,0.0,0.8474971992854288,9,2556.0
17306,17306,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2028,180.5790706,366.9105365,1545.81631,0.0,0.0,0.0,0.0,0.0,0.0,0.9417494349221633,1.0,0.0,0.9417494349221633,10,545.0
17313,17313,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2028,179.8342671,365.3972036,1197.561684,0.0,0.0,0.0,0.0,0.0,0.0,0.9426315910110667,1.0,0.0,0.9426315910110667,10,541.0
17320,17320,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2028,319.1165077,648.3985582,1583.808174,0.0,0.0,0.0,0.0,0.0,0.0,0.777663681191364,1.0,0.0,0.777663681191364,9,4269.0
17327,17327,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2028,182.0309632,369.8605721,1773.046093,0.0,0.0,0.0,0.0,0.0,0.0,0.9400297922277832,1.0,0.0,0.9400297922277832,10,559.5
17334,17334,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2028,180.5790706,366.9105365,1545.81631,0.0,0.0,0.0,0.0,0.0,0.0,0.9417494349221633,1.0,0.0,0.9417494349221633,10,545.0
17341,17341,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2028,182.0309632,369.8605721,1773.046093,0.0,0.0,0.0,0.0,0.0,0.0,0.9400297922277832,1.0,0.0,0.9400297922277832,10,559.5
17348,17348,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2028,175.9783528,357.5625437,1323.821281,0.0,0.0,0.0,0.0,0.0,0.0,0.9471985919422314,1.0,0.0,0.9471985919422314,10,492.0
17355,17355,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2028,180.5790706,366.9105365,1545.81631,0.0,0.0,0.0,0.0,0.0,0.0,0.9417494349221633,1.0,0.0,0.9417494349221633,10,545.0
