,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,greenfield_bau_score,greenfield_bau_score_binned,greenfield_bau_ranking
16067,16067,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2041,137.4563057,279.2913192,1081.529045,0.0,0.0,0.0,0.0,0.0,0.0,0.9928246643308397,1.0,0.0,0.9928246643308397,10,49.5
16074,16074,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2041,137.2279335,278.8273001,1012.52259,0.0,0.0,0.0,0.0,0.0,0.0,0.9930951516832303,1.0,0.0,0.9930951516832303,11,47.0
16081,16081,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2041,137.4563057,279.2913192,1081.529045,0.0,0.0,0.0,0.0,0.0,0.0,0.9928246643308397,1.0,0.0,0.9928246643308397,10,49.5
16088,16088,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2041,147.4751487,299.6481581,945.3202987,0.0,0.0,0.0,0.0,0.0,0.0,0.9809582010875584,1.0,0.0,0.9809582010875584,10,177.0
16095,16095,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2041,137.2279335,278.8273001,1012.52259,0.0,0.0,0.0,0.0,0.0,0.0,0.9930951516832303,1.0,0.0,0.9930951516832303,11,47.0
16102,16102,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2041,146.9696208,298.6209987,1024.001356,0.0,0.0,0.0,0.0,0.0,0.0,0.9815569556786626,1.0,0.0,0.9815569556786626,10,171.0
16109,16109,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2041,197.0774958,400.4329487,1097.870772,0.0,0.0,0.0,0.0,0.0,0.0,0.9222084603597488,1.0,0.0,0.9222084603597488,10,942.0
16116,16116,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2042,136.0528409,276.4396819,1003.642683,0.0,0.0,0.0,0.0,0.0,0.0,0.9944869484351458,1.0,0.0,0.9944869484351458,11,42.0
16123,16123,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2042,144.0767798,292.7431645,964.7331172,0.0,0.0,0.0,0.0,0.0,0.0,0.9849832785979017,1.0,0.0,0.9849832785979017,10,139.0
16130,16130,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2042,270.55652,549.7316913,1006.994702,0.0,0.0,0.0,0.0,0.0,0.0,0.8351788362982203,1.0,0.0,0.8351788362982203,9,2990.0
16137,16137,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2042,136.3814802,277.1074295,1070.11202,0.0,0.0,0.0,0.0,0.0,0.0,0.9940977032724312,1.0,0.0,0.9940977032724312,10,44.5
16144,16144,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2042,136.0528409,276.4396819,1003.642683,0.0,0.0,0.0,0.0,0.0,0.0,0.9944869484351458,1.0,0.0,0.9944869484351458,11,42.0
16151,16151,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2042,136.3814802,277.1074295,1070.11202,0.0,0.0,0.0,0.0,0.0,0.0,0.9940977032724312,1.0,0.0,0.9940977032724312,10,44.5
16158,16158,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2042,146.6487892,297.9691154,938.9789471,0.0,0.0,0.0,0.0,0.0,0.0,0.9819369532880357,1.0,0.0,0.9819369532880357,10,167.0
16165,16165,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2042,136.0528409,276.4396819,1003.642683,0.0,0.0,0.0,0.0,0.0,0.0,0.9944869484351458,1.0,0.0,0.9944869484351458,11,42.0
16172,16172,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2042,145.5608131,295.7585054,1014.463272,0.0,0.0,0.0,0.0,0.0,0.0,0.9832255679913721,1.0,0.0,0.9832255679913721,10,157.0
16179,16179,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2042,195.6224388,397.4764834,1085.387827,0.0,0.0,0.0,0.0,0.0,0.0,0.9239318510154741,1.0,0.0,0.9239318510154741,10,893.0
16186,16186,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2043,135.0009795,274.3024517,995.7787186,0.0,0.0,0.0,0.0,0.0,0.0,0.9957327883629824,1.0,0.0,0.9957327883629824,11,37.0
16193,16193,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2043,142.9379487,290.4292244,960.0571298,0.0,0.0,0.0,0.0,0.0,0.0,0.9863321267022642,1.0,0.0,0.9863321267022642,10,123.0
16200,16200,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2043,269.1765217,546.9277344,998.3802149,0.0,0.0,0.0,0.0,0.0,0.0,0.8368133263389107,1.0,0.0,0.8368133263389107,9,2967.0
16207,16207,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2043,135.4204915,275.1548395,1060.00121,0.0,0.0,0.0,0.0,0.0,0.0,0.9952359122538234,1.0,0.0,0.9952359122538234,10,39.5
16214,16214,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2043,135.0009795,274.3024517,995.7787186,0.0,0.0,0.0,0.0,0.0,0.0,0.9957327883629824,1.0,0.0,0.9957327883629824,11,37.0
16221,16221,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2043,135.4204915,275.1548395,1060.00121,0.0,0.0,0.0,0.0,0.0,0.0,0.9952359122538234,1.0,0.0,0.9952359122538234,10,39.5
16228,16228,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2043,145.8867755,296.4208137,933.3663297,0.0,0.0,0.0,0.0,0.0,0.0,0.9828394933879181,1.0,0.0,0.9828394933879181,10,159.0
16235,16235,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2043,135.0009795,274.3024517,995.7787186,0.0,0.0,0.0,0.0,0.0,0.0,0.9957327883629824,1.0,0.0,0.9957327883629824,11,37.0
16242,16242,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2043,144.2955357,293.1876447,1006.005824,0.0,0.0,0.0,0.0,0.0,0.0,0.9847241809309754,1.0,0.0,0.9847241809309754,10,140.0
16249,16249,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2043,194.3085972,394.8069474,1074.312604,0.0,0.0,0.0,0.0,0.0,0.0,0.9254879840992937,1.0,0.0,0.9254879840992937,10,860.0
16256,16256,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2044,134.0696929,272.4102122,988.748429,0.0,0.0,0.0,0.0,0.0,0.0,0.996835817745503,1.0,0.0,0.996835817745503,11,32.0
16263,16263,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2044,141.9177835,288.3563964,955.7768185,0.0,0.0,0.0,0.0,0.0,0.0,0.9875404251902108,1.0,0.0,0.9875404251902108,10,115.0
16270,16270,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2044,267.9302447,544.3954799,990.6547147,0.0,0.0,0.0,0.0,0.0,0.0,0.8382894349286397,1.0,0.0,0.8382894349286397,9,2929.0
16277,16277,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2044,134.5677538,273.4221998,1050.962266,0.0,0.0,0.0,0.0,0.0,0.0,0.9962459071777093,1.0,0.0,0.9962459071777093,10,34.5
16284,16284,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2044,134.0696929,272.4102122,988.748429,0.0,0.0,0.0,0.0,0.0,0.0,0.996835817745503,1.0,0.0,0.996835817745503,11,32.0
16291,16291,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2044,134.5677538,273.4221998,1050.962266,0.0,0.0,0.0,0.0,0.0,0.0,0.9962459071777093,1.0,0.0,0.9962459071777093,10,34.5
16298,16298,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2044,145.1860718,294.9970852,928.3516164,0.0,0.0,0.0,0.0,0.0,0.0,0.983669417032842,1.0,0.0,0.983669417032842,10,149.0
16305,16305,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2044,134.0696929,272.4102122,988.748429,0.0,0.0,0.0,0.0,0.0,0.0,0.996835817745503,1.0,0.0,0.996835817745503,11,32.0
16312,16312,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2044,143.1716046,290.9039795,998.4354965,0.0,0.0,0.0,0.0,0.0,0.0,0.9860553812588106,1.0,0.0,0.9860553812588106,10,127.0
16319,16319,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2044,193.1309056,392.4140485,1064.393294,0.0,0.0,0.0,0.0,0.0,0.0,0.9268828591445779,1.0,0.0,0.9268828591445779,10,820.0
16326,16326,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2045,133.2580818,270.7611358,982.4095473,0.0,0.0,0.0,0.0,0.0,0.0,0.9977971017266961,1.0,0.0,0.9977971017266961,11,27.0
16333,16333,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2045,141.0444717,286.5819533,952.5520729,0.0,0.0,0.0,0.0,0.0,0.0,0.9885747883771201,1.0,0.0,0.9885747883771201,10,101.0
16340,16340,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2045,266.8172151,542.1339648,983.6676762,0.0,0.0,0.0,0.0,0.0,0.0,0.8396077233614543,1.0,0.0,0.8396077233614543,9,2878.0
16347,16347,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2045,133.8198098,271.9024859,1042.812275,0.0,0.0,0.0,0.0,0.0,0.0,0.9971317829204506,1.0,0.0,0.9971317829204506,10,29.5
16354,16354,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2045,133.2580818,270.7611358,982.4095473,0.0,0.0,0.0,0.0,0.0,0.0,0.9977971017266961,1.0,0.0,0.9977971017266961,11,27.0
16361,16361,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2045,133.8198098,271.9024859,1042.812275,0.0,0.0,0.0,0.0,0.0,0.0,0.9971317829204506,1.0,0.0,0.9971317829204506,10,29.5
16368,16368,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2045,144.5448356,293.6941861,923.8326843,0.0,0.0,0.0,0.0,0.0,0.0,0.9844289065065829,1.0,0.0,0.9844289065065829,10,143.0
16375,16375,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2045,133.2580818,270.7611358,982.4095473,0.0,0.0,0.0,0.0,0.0,0.0,0.9977971017266961,1.0,0.0,0.9977971017266961,11,27.0
16382,16382,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2045,142.1887401,288.9069411,991.6012667,0.0,0.0,0.0,0.0,0.0,0.0,0.9872195002556227,1.0,0.0,0.9872195002556227,10,116.0
16389,16389,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2045,192.086643,390.2922581,1055.43339,0.0,0.0,0.0,0.0,0.0,0.0,0.9281196989432686,1.0,0.0,0.9281196989432686,10,798.0
16396,16396,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2046,132.5666509,269.3562485,976.6499691,0.0,0.0,0.0,0.0,0.0,0.0,0.9986160425325475,1.0,0.0,0.9986160425325475,11,20.0
16403,16403,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2046,140.3558026,285.1826773,951.3211133,0.0,0.0,0.0,0.0,0.0,0.0,0.989390458066917,1.0,0.0,0.989390458066917,10,94.0
16410,16410,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2046,265.8280055,540.1240342,977.0021482,0.0,0.0,0.0,0.0,0.0,0.0,0.8407793575869132,1.0,0.0,0.8407793575869132,9,2830.0
16417,16417,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2046,133.1748699,270.5920613,1035.407103,0.0,0.0,0.0,0.0,0.0,0.0,0.9978956591102935,1.0,0.0,0.9978956591102935,10,24.5
16424,16424,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2046,132.5666509,269.3562485,976.6499691,0.0,0.0,0.0,0.0,0.0,0.0,0.9986160425325475,1.0,0.0,0.9986160425325475,11,20.0
16431,16431,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2046,133.1748699,270.5920613,1035.407103,0.0,0.0,0.0,0.0,0.0,0.0,0.9978956591102935,1.0,0.0,0.9978956591102935,10,24.5
16438,16438,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2046,143.9572169,292.5002299,919.5881593,0.0,0.0,0.0,0.0,0.0,0.0,0.9851248906341528,1.0,0.0,0.9851248906341528,10,138.0
16445,16445,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2046,132.5666509,269.3562485,976.6499691,0.0,0.0,0.0,0.0,0.0,0.0,0.9986160425325475,1.0,0.0,0.9986160425325475,11,20.0
16452,16452,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2046,141.3481939,287.1990728,985.3841377,0.0,0.0,0.0,0.0,0.0,0.0,0.9882150553897413,1.0,0.0,0.9882150553897413,10,104.0
16459,16459,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2046,191.1606224,388.4107183,1046.870003,0.0,0.0,0.0,0.0,0.0,0.0,0.9292164911988635,1.0,0.0,0.9292164911988635,10,774.0
16466,16466,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2047,132.114991,268.4385409,975.1364491,0.0,0.0,0.0,0.0,0.0,0.0,0.9991509950816407,1.0,0.0,0.9991509950816407,11,11.0
16473,16473,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2047,139.7837248,284.020298,950.0961536,0.0,0.0,0.0,0.0,0.0,0.0,0.9900680353266861,1.0,0.0,0.9900680353266861,10,76.0
16480,16480,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2047,265.1276584,538.7010303,974.6280387,0.0,0.0,0.0,0.0,0.0,0.0,0.8416088588696151,1.0,0.0,0.8416088588696151,9,2804.0
16487,16487,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2047,132.7940895,269.8183708,1033.461149,0.0,0.0,0.0,0.0,0.0,0.0,0.998346660949564,1.0,0.0,0.998346660949564,10,22.5
16494,16494,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2047,132.114991,268.4385409,975.1364491,0.0,0.0,0.0,0.0,0.0,0.0,0.9991509950816407,1.0,0.0,0.9991509950816407,11,11.0
16501,16501,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2047,132.7940895,269.8183708,1033.461149,0.0,0.0,0.0,0.0,0.0,0.0,0.998346660949564,1.0,0.0,0.998346660949564,10,22.5
16508,16508,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2047,143.5580952,291.6892724,918.414481,0.0,0.0,0.0,0.0,0.0,0.0,0.9855976161756794,1.0,0.0,0.9855976161756794,10,134.0
16515,16515,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2047,132.114991,268.4385409,975.1364491,0.0,0.0,0.0,0.0,0.0,0.0,0.9991509950816407,1.0,0.0,0.9991509950816407,11,11.0
16522,16522,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2047,140.7780414,286.0406054,983.6011235,0.0,0.0,0.0,0.0,0.0,0.0,0.988890352296212,1.0,0.0,0.988890352296212,10,100.0
16529,16529,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2047,190.5515925,387.1732577,1044.036053,0.0,0.0,0.0,0.0,0.0,0.0,0.9299378350628615,1.0,0.0,0.9299378350628615,10,759.0
16536,16536,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2048,131.7775096,267.7528274,974.2411138,0.0,0.0,0.0,0.0,0.0,0.0,0.999550712956089,1.0,0.0,0.999550712956089,11,8.0
16543,16543,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2048,139.334224,283.1069774,948.8771498,0.0,0.0,0.0,0.0,0.0,0.0,0.9906004306063632,1.0,0.0,0.9906004306063632,10,70.0
16550,16550,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2048,264.592212,537.6130806,972.8878375,0.0,0.0,0.0,0.0,0.0,0.0,0.8422430493668959,1.0,0.0,0.8422430493668959,9,2787.0
16557,16557,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2048,132.5137836,269.2488297,1032.310003,0.0,0.0,0.0,0.0,0.0,0.0,0.9986786593309365,1.0,0.0,0.9986786593309365,10,17.5
16564,16564,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2048,131.7775096,267.7528274,974.2411138,0.0,0.0,0.0,0.0,0.0,0.0,0.999550712956089,1.0,0.0,0.999550712956089,11,8.0
16571,16571,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2048,132.5137836,269.2488297,1032.310003,0.0,0.0,0.0,0.0,0.0,0.0,0.9986786593309365,1.0,0.0,0.9986786593309365,10,17.5
16578,16578,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2048,143.2575317,291.0785709,917.6882487,0.0,0.0,0.0,0.0,0.0,0.0,0.9859536079528759,1.0,0.0,0.9859536079528759,10,128.0
16585,16585,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2048,131.7775096,267.7528274,974.2411138,0.0,0.0,0.0,0.0,0.0,0.0,0.999550712956089,1.0,0.0,0.999550712956089,11,8.0
16592,16592,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2048,140.3482367,285.1673046,982.4647427,0.0,0.0,0.0,0.0,0.0,0.0,0.9893994192288248,1.0,0.0,0.9893994192288248,10,93.0
16599,16599,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2048,190.0901387,386.2356502,1042.043102,0.0,0.0,0.0,0.0,0.0,0.0,0.9304843876494399,1.0,0.0,0.9304843876494399,10,751.0
16606,16606,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2049,131.5368829,267.2639088,973.3457785,0.0,0.0,0.0,0.0,0.0,0.0,0.9998357147163623,1.0,0.0,0.9998357147163623,11,5.0
16613,16613,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2049,139.0136451,282.4556075,947.6640588,0.0,0.0,0.0,0.0,0.0,0.0,0.9909801289141839,1.0,0.0,0.9909801289141839,10,66.0
16620,16620,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2049,264.207151,536.8306923,971.1621181,0.0,0.0,0.0,0.0,0.0,0.0,0.8426991212110121,1.0,0.0,0.8426991212110121,9,2773.0
16627,16627,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2049,132.3093374,268.8334245,1031.158858,0.0,0.0,0.0,0.0,0.0,0.0,0.9989208083812339,1.0,0.0,0.9989208083812339,10,15.5
16634,16634,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2049,131.5368829,267.2639088,973.3457785,0.0,0.0,0.0,0.0,0.0,0.0,0.9998357147163623,1.0,0.0,0.9998357147163623,11,5.0
16641,16641,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2049,132.3093374,268.8334245,1031.158858,0.0,0.0,0.0,0.0,0.0,0.0,0.9989208083812339,1.0,0.0,0.9989208083812339,10,15.5
16648,16648,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2049,143.0439449,290.6445934,916.9628045,0.0,0.0,0.0,0.0,0.0,0.0,0.9862065832626447,1.0,0.0,0.9862065832626447,10,124.0
16655,16655,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2049,131.5368829,267.2639088,973.3457785,0.0,0.0,0.0,0.0,0.0,0.0,0.9998357147163623,1.0,0.0,0.9998357147163623,11,5.0
16662,16662,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2049,140.0418635,284.5447984,981.3305493,0.0,0.0,0.0,0.0,0.0,0.0,0.9897622920991279,1.0,0.0,0.9897622920991279,10,90.0
16669,16669,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2049,189.7528509,385.5503302,1040.06178,0.0,0.0,0.0,0.0,0.0,0.0,0.9308838762212348,1.0,0.0,0.9308838762212348,10,746.0
16676,16676,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2050,131.398177,266.9820785,972.4504432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,11,2.0
16683,16683,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2050,138.8287138,282.079854,946.4568376,0.0,0.0,0.0,0.0,0.0,0.0,0.9911991642333302,1.0,0.0,0.9911991642333302,10,65.0
16690,16690,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2050,263.9805588,536.3702899,969.4507004,0.0,0.0,0.0,0.0,0.0,0.0,0.8429675003055357,1.0,0.0,0.8429675003055357,9,2760.0
16697,16697,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2050,132.1847821,268.5803463,1030.007713,0.0,0.0,0.0,0.0,0.0,0.0,0.9990683334885947,1.0,0.0,0.9990683334885947,10,13.5
16704,16704,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2050,131.398177,266.9820785,972.4504432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,11,2.0
16711,16711,Ammonia,New-build,Middle East,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2050,132.1847821,268.5803463,1030.007713,0.0,0.0,0.0,0.0,0.0,0.0,0.9990683334885947,1.0,0.0,0.9990683334885947,10,13.5
16718,16718,Ammonia,New-build,North America,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2050,142.9219866,290.3967917,916.2381472,0.0,0.0,0.0,0.0,0.0,0.0,0.9863510324454658,1.0,0.0,0.9863510324454658,10,122.0
16725,16725,Ammonia,New-build,Oceania,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2050,131.398177,266.9820785,972.4504432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,11,2.0
16732,16732,Ammonia,New-build,Rest of Asia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2050,139.865414,284.1862788,980.1985372,0.0,0.0,0.0,0.0,0.0,0.0,0.9899712814510966,1.0,0.0,0.9899712814510966,10,77.0
16739,16739,Ammonia,New-build,Russia,greenfield,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,2050,189.5463437,385.1307376,1038.091985,0.0,0.0,0.0,0.0,0.0,0.0,0.9311284663498827,1.0,0.0,0.9311284663498827,10,743.0
16746,16746,Ammonia,New-build,Africa,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2020,307.8452882,625.4970715,4195.657534,0.0,0.0,0.0,0.0,0.0,0.0,0.7910134773608124,1.0,0.0,0.7910134773608124,9,3958.0
16753,16753,Ammonia,New-build,China,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2020,240.6660374,488.9985567,1939.605821,0.0,0.0,0.0,0.0,0.0,0.0,0.8705815582589137,1.0,0.0,0.8705815582589137,9,1920.0
16760,16760,Ammonia,New-build,Europe,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2020,458.963538,932.5474838,4606.063284,0.0,0.0,0.0,0.0,0.0,0.0,0.612026826243443,1.0,0.0,0.612026826243443,7,4799.0
16767,16767,Ammonia,New-build,India,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2020,339.3429543,689.4957703,5308.671233,0.0,0.0,0.0,0.0,0.0,0.0,0.7537071839070877,1.0,0.0,0.7537071839070877,8,4524.5
16774,16774,Ammonia,New-build,Latin America,greenfield,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,2020,307.8452882,625.4970715,4195.657534,0.0,0.0,0.0,0.0,0.0,0.0,0.7910134773608124,1.0,0.0,0.7910134773608124,9,3958.0
