product,year,region,name,unit,electrolyser_efficiency
Ammonia,2029,North America,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,North America,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,North America,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2029,Russia,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,Russia,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,Russia,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2029,Europe,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,Europe,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,Europe,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2029,India,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,India,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,India,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2029,Middle East,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,Middle East,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,Middle East,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2029,Africa,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,Africa,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,Africa,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2029,Latin America,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,Latin America,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,Latin America,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2029,Oceania,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,Oceania,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,Oceania,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2029,Brazil,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,Brazil,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,Brazil,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2029,Saudi Arabia,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,Saudi Arabia,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,Saudi Arabia,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2029,Namibia,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,Namibia,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,Namibia,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2029,Australia,Electrolyser efficiency,kWh/tH2,49400
Ammonium nitrate,2029,Australia,Electrolyser efficiency,kWh/tH2,49400
Urea,2029,Australia,Electrolyser efficiency,kWh/tH2,49400
Ammonia,2030,China,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,China,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,China,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,Rest of Asia,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,Rest of Asia,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,Rest of Asia,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,North America,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,North America,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,North America,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,Russia,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,Russia,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,Russia,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,Europe,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,Europe,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,Europe,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,India,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,India,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,India,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,Middle East,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,Middle East,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,Middle East,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,Africa,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,Africa,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,Africa,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,Latin America,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,Latin America,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,Latin America,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,Oceania,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,Oceania,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,Oceania,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,Brazil,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,Brazil,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,Brazil,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,Saudi Arabia,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,Saudi Arabia,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,Saudi Arabia,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,Namibia,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,Namibia,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,Namibia,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2030,Australia,Electrolyser efficiency,kWh/tH2,49000
Ammonium nitrate,2030,Australia,Electrolyser efficiency,kWh/tH2,49000
Urea,2030,Australia,Electrolyser efficiency,kWh/tH2,49000
Ammonia,2031,China,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,China,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,China,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,Rest of Asia,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,Rest of Asia,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,Rest of Asia,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,North America,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,North America,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,North America,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,Russia,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,Russia,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,Russia,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,Europe,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,Europe,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,Europe,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,India,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,India,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,India,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,Middle East,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,Middle East,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,Middle East,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,Africa,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,Africa,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,Africa,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,Latin America,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,Latin America,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,Latin America,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,Oceania,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,Oceania,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,Oceania,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,Brazil,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,Brazil,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,Brazil,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,Namibia,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,Namibia,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,Namibia,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2031,Australia,Electrolyser efficiency,kWh/tH2,48800
Ammonium nitrate,2031,Australia,Electrolyser efficiency,kWh/tH2,48800
Urea,2031,Australia,Electrolyser efficiency,kWh/tH2,48800
Ammonia,2032,China,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,China,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,China,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,Rest of Asia,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,Rest of Asia,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,Rest of Asia,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,North America,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,North America,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,North America,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,Russia,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,Russia,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,Russia,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,Europe,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,Europe,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,Europe,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,India,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,India,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,India,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,Middle East,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,Middle East,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,Middle East,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,Africa,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,Africa,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,Africa,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,Latin America,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,Latin America,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,Latin America,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,Oceania,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,Oceania,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,Oceania,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,Brazil,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,Brazil,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,Brazil,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,Namibia,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,Namibia,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,Namibia,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2032,Australia,Electrolyser efficiency,kWh/tH2,48600
Ammonium nitrate,2032,Australia,Electrolyser efficiency,kWh/tH2,48600
Urea,2032,Australia,Electrolyser efficiency,kWh/tH2,48600
Ammonia,2033,China,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,China,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,China,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,Rest of Asia,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,Rest of Asia,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,Rest of Asia,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,North America,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,North America,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,North America,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,Russia,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,Russia,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,Russia,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,Europe,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,Europe,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,Europe,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,India,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,India,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,India,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,Middle East,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,Middle East,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,Middle East,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,Africa,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,Africa,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,Africa,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,Latin America,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,Latin America,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,Latin America,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,Oceania,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,Oceania,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,Oceania,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,Brazil,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,Brazil,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,Brazil,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,Namibia,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,Namibia,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,Namibia,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2033,Australia,Electrolyser efficiency,kWh/tH2,48400
Ammonium nitrate,2033,Australia,Electrolyser efficiency,kWh/tH2,48400
Urea,2033,Australia,Electrolyser efficiency,kWh/tH2,48400
Ammonia,2034,China,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,China,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,China,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,Rest of Asia,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,Rest of Asia,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,Rest of Asia,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,North America,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,North America,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,North America,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,Russia,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,Russia,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,Russia,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,Europe,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,Europe,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,Europe,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,India,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,India,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,India,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,Middle East,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,Middle East,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,Middle East,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,Africa,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,Africa,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,Africa,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,Latin America,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,Latin America,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,Latin America,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,Oceania,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,Oceania,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,Oceania,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,Brazil,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,Brazil,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,Brazil,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,Namibia,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,Namibia,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,Namibia,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2034,Australia,Electrolyser efficiency,kWh/tH2,48200
Ammonium nitrate,2034,Australia,Electrolyser efficiency,kWh/tH2,48200
Urea,2034,Australia,Electrolyser efficiency,kWh/tH2,48200
Ammonia,2035,China,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,China,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,China,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,Rest of Asia,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,Rest of Asia,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,Rest of Asia,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,North America,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,North America,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,North America,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,Russia,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,Russia,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,Russia,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,Europe,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,Europe,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,Europe,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,India,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,India,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,India,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,Middle East,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,Middle East,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,Middle East,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,Africa,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,Africa,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,Africa,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,Latin America,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,Latin America,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,Latin America,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,Oceania,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,Oceania,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,Oceania,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,Brazil,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,Brazil,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,Brazil,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,Saudi Arabia,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,Namibia,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,Namibia,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,Namibia,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2035,Australia,Electrolyser efficiency,kWh/tH2,48000
Ammonium nitrate,2035,Australia,Electrolyser efficiency,kWh/tH2,48000
Urea,2035,Australia,Electrolyser efficiency,kWh/tH2,48000
Ammonia,2036,China,Electrolyser efficiency,kWh/tH2,47800
Ammonium nitrate,2036,China,Electrolyser efficiency,kWh/tH2,47800
Urea,2036,China,Electrolyser efficiency,kWh/tH2,47800
Ammonia,2036,Rest of Asia,Electrolyser efficiency,kWh/tH2,47800
Ammonium nitrate,2036,Rest of Asia,Electrolyser efficiency,kWh/tH2,47800
Urea,2036,Rest of Asia,Electrolyser efficiency,kWh/tH2,47800
Ammonia,2036,North America,Electrolyser efficiency,kWh/tH2,47800
Ammonium nitrate,2036,North America,Electrolyser efficiency,kWh/tH2,47800
Urea,2036,North America,Electrolyser efficiency,kWh/tH2,47800
Ammonia,2036,Russia,Electrolyser efficiency,kWh/tH2,47800
Ammonium nitrate,2036,Russia,Electrolyser efficiency,kWh/tH2,47800
Urea,2036,Russia,Electrolyser efficiency,kWh/tH2,47800
Ammonia,2036,Europe,Electrolyser efficiency,kWh/tH2,47800
Ammonium nitrate,2036,Europe,Electrolyser efficiency,kWh/tH2,47800
Urea,2036,Europe,Electrolyser efficiency,kWh/tH2,47800
Ammonia,2036,India,Electrolyser efficiency,kWh/tH2,47800
Ammonium nitrate,2036,India,Electrolyser efficiency,kWh/tH2,47800
Urea,2036,India,Electrolyser efficiency,kWh/tH2,47800
Ammonia,2036,Middle East,Electrolyser efficiency,kWh/tH2,47800
Ammonium nitrate,2036,Middle East,Electrolyser efficiency,kWh/tH2,47800
Urea,2036,Middle East,Electrolyser efficiency,kWh/tH2,47800
Ammonia,2036,Africa,Electrolyser efficiency,kWh/tH2,47800
Ammonium nitrate,2036,Africa,Electrolyser efficiency,kWh/tH2,47800
Urea,2036,Africa,Electrolyser efficiency,kWh/tH2,47800
Ammonia,2036,Latin America,Electrolyser efficiency,kWh/tH2,47800
