,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,brownfield_bau_score,brownfield_bau_score_binned,rank
2037,2037,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2036,241.0408971499528,483.8254279,2236.5,0.0,0.0,1.3320945000000002,0.0,-0.051813,0.0,0.5038955585125275,2.2802815,0.6343370611140274,0.5038955585125275,4,877.0
2039,2039,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2036,200.8427055499528,402.1485205,326.5,0.0,0.0,1.839519,0.030590642,0.0549,0.0,0.6589605944248909,2.925009642,0.3090201499967118,0.6589605944248909,6,726.0
2040,2040,Ammonia,Electrolyser + SMR + ammonia synthesis,India,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2036,267.8602494499528,538.3184702,2236.5,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.4004395655432862,2.2766455000000003,0.6361717139107135,0.4004395655432862,3,1053.0
2042,2042,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2036,195.2002583499528,390.6838844,326.5,0.0,0.0,1.839519,0.030590642,0.02565,0.0,0.6807264063402112,2.895759642,0.3237791143264891,0.6807264063402112,7,642.0
2043,2043,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2036,262.2178022499528,526.8538342,2236.5,0.0,0.0,1.3320945000000002,0.0,-0.0259065,0.0,0.42220537745860653,2.306188,0.6212651599376386,0.42220537745860653,3,1018.0
2045,2045,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2036,128.98376534995282,256.141554,326.5,0.0,0.0,1.839519,0.030590642,0.0238499999999999,0.0,0.9361573711758467,2.8939596419999996,0.32468735828524475,0.9361573711758467,10,116.0
2046,2046,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2036,196.0013092499528,392.3115038,2236.5,0.0,0.0,1.3320945000000002,0.0,-0.0240885,0.0,0.6776363422942422,2.3080060000000002,0.6203478335392956,0.6776363422942422,7,653.0
2048,2048,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2036,119.6526384499528,237.1820547,326.5,0.0,0.0,1.839519,0.007853392,0.06885,0.0,0.9721523119992872,2.916222392,0.3134540204003643,0.9721523119992872,11,27.0
2049,2049,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2036,186.6701823499528,373.3520044,2236.5,0.0,0.0,1.3320945000000002,0.0,-0.0695385,0.0,0.7136312831176826,2.262556,0.6432809934978725,0.7136312831176826,7,486.0
2051,2051,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2036,124.3120384499528,246.6492811,326.5,0.0,0.0,1.839519,0.030590642,0.0549,0.0,0.9541786171744169,2.925009642,0.3090201499967118,0.9541786171744169,10,62.0
2052,2052,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2036,191.3295822499528,382.8192308,2236.5,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.6956575886785635,2.2766455000000003,0.6361717139107135,0.6956575886785635,7,562.0
2054,2054,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2036,177.0473679499528,353.7998383,326.5,0.0,0.0,1.839519,0.037909436,0.0549,0.0,0.7507514121862253,2.9323284359999997,0.3053272330878919,0.7507514121862253,8,307.0
2055,2055,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2036,244.0649117499528,489.969788,2236.5,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.492230383690372,2.2766455000000003,0.6361717139107135,0.492230383690372,4,909.0
2057,2057,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2036,126.3671055499528,250.82488,326.5,0.0,0.0,1.839519,0.005471243,0.0521999999999999,0.0,0.9462511696704398,2.897190243,0.32305726170668925,0.9462511696704398,10,89.0
2058,2058,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2036,193.3846493499528,386.9948297,2236.5,0.0,0.0,1.3320945000000002,0.0,-0.0527219999999999,0.0,0.6877301411745864,2.2793725,0.634795724313199,0.6877301411745864,7,613.0
2060,2060,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2037,245.6114399499528,493.1121094,321.75,0.0,0.0,1.839519,0.028422076,0.0391499999999999,0.0,0.4862646314680137,2.9070910759999995,0.31806149961841323,0.4862646314680137,4,926.0
2061,2061,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2037,312.6289837499528,629.2820591,2231.75,0.0,0.0,1.3320945000000002,0.0,-0.0395415,0.0,0.22774360297216034,2.2925530000000003,0.6281451079252116,0.22774360297216034,1,1451.0
2063,2063,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2037,181.8525488499528,363.5632705,321.75,0.0,0.0,1.839519,0.035210131,0.0607499999999999,0.0,0.7322153656834791,2.9354791309999997,0.3037374554769857,0.7322153656834791,7,399.0
2064,2064,Ammonia,Electrolyser + SMR + ammonia synthesis,China,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2037,248.8700927499528,499.7332203,2231.75,0.0,0.0,1.3320945000000002,0.0,-0.0613575,0.0,0.47369433680187445,2.2707370000000004,0.6391530247053283,0.47369433680187445,4,961.0
2066,2066,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2037,173.4460972499528,346.4825776,321.75,0.0,0.0,1.839519,0.004103433,0.0513,0.0,0.7646433597639277,2.8949224329999996,0.3242015532245257,0.7646433597639277,8,269.0
2067,2067,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2037,240.4636411499528,482.6525273,2231.75,0.0,0.0,1.3320945000000002,0.0,-0.051813,0.0,0.5061223308823233,2.2802815,0.6343370611140274,0.5061223308823233,4,870.0
2069,2069,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2037,200.4702751499528,401.3917957,321.75,0.0,0.0,1.839519,0.028422076,0.0549,0.0,0.6603972494347856,2.922841076,0.3101143649793021,0.6603972494347856,6,723.0
2070,2070,Ammonia,Electrolyser + SMR + ammonia synthesis,India,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2037,267.4878189499528,537.5617454,2231.75,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.4018762209389324,2.2766455000000003,0.6361717139107135,0.4018762209389324,3,1052.0
2072,2072,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2037,194.8278279499528,389.9271596,321.75,0.0,0.0,1.839519,0.028422076,0.02565,0.0,0.6821630613501062,2.893591076,0.3248733293090794,0.6821630613501062,7,636.0
2073,2073,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2037,261.8453717499528,526.0971093,2231.75,0.0,0.0,1.3320945000000002,0.0,-0.0259065,0.0,0.42364203285425284,2.306188,0.6212651599376386,0.42364203285425284,3,1016.0
2075,2075,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2037,128.89188774995282,255.9548721,321.75,0.0,0.0,1.839519,0.028422076,0.0238499999999999,0.0,0.9365117901876597,2.8917910759999996,0.32578157326783497,0.9365117901876597,10,115.0
2076,2076,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2037,195.9094316499528,392.1248218,2231.75,0.0,0.0,1.3320945000000002,0.0,-0.0240885,0.0,0.6779907613060552,2.3080060000000002,0.6203478335392956,0.6779907613060552,7,651.0
2078,2078,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2037,119.5730947499528,237.0204334,321.75,0.0,0.0,1.839519,0.006557428,0.06885,0.0,0.9724591528348113,2.9149264280000002,0.31410793788578895,0.9724591528348113,11,26.0
2079,2079,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2037,186.5906386499528,373.1903831,2231.75,0.0,0.0,1.3320945000000002,0.0,-0.0695385,0.0,0.7139381239532067,2.262556,0.6432809934978725,0.7139381239532067,7,485.0
2081,2081,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2037,124.2201608499528,246.4625991,321.75,0.0,0.0,1.839519,0.028422076,0.0549,0.0,0.9545330361862299,2.922841076,0.3101143649793021,0.9545330361862299,10,61.0
2082,2082,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2037,191.2377047499528,382.6325488,2231.75,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.6960120073046253,2.2766455000000003,0.6361717139107135,0.6960120073046253,7,560.0
2084,2084,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2037,176.6209302499528,352.9333787,321.75,0.0,0.0,1.839519,0.035210131,0.0549,0.0,0.7523964010435071,2.9296291309999996,0.3066892483429412,0.7523964010435071,8,303.0
2085,2085,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2037,243.6384741499528,489.1033284,2231.75,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.4938753721619026,2.2766455000000003,0.6361717139107135,0.4938753721619026,4,903.0
2087,2087,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2037,126.2537511499528,250.5945602,321.75,0.0,0.0,1.839519,0.004103433,0.0521999999999999,0.0,0.9466884357117017,2.8958224329999998,0.3237474312451478,0.9466884357117017,10,88.0
2088,2088,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2037,193.2712949499528,386.7645099,2231.75,0.0,0.0,1.3320945000000002,0.0,-0.0527219999999999,0.0,0.6881674072158485,2.2793725,0.634795724313199,0.6881674072158485,7,612.0
2090,2090,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2038,245.2440865499528,492.3657004,317.0,0.0,0.0,1.839519,0.026253511,0.0391499999999999,0.0,0.48768170188576676,2.9049225109999997,0.3191557140964235,0.48768170188576676,4,923.0
2091,2091,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2038,312.2616303499528,628.5356501,2227.0,0.0,0.0,1.3320945000000002,0.0,-0.0395415,0.0,0.22916067338991342,2.2925530000000003,0.6281451079252116,0.22916067338991342,1,1440.0
2093,2093,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2038,181.4062490499528,362.6564539,317.0,0.0,0.0,1.839519,0.032510825,0.0607499999999999,0.0,0.7339369728444012,2.932779825,0.30509947123661474,0.7339369728444012,7,384.0
2094,2094,Ammonia,Electrolyser + SMR + ammonia synthesis,China,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2038,248.4237929499528,498.8264037,2227.0,0.0,0.0,1.3320945000000002,0.0,-0.0613575,0.0,0.4754159439627966,2.2707370000000004,0.6391530247053283,0.4754159439627966,4,954.0
2096,2096,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2038,172.8512553499528,345.2739448,317.0,0.0,0.0,1.839519,0.002735622,0.0513,0.0,0.7669379699668822,2.893554622,0.3248917232675641,0.7669379699668822,8,265.0
2097,2097,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2038,239.8687992499528,481.4438945,2227.0,0.0,0.0,1.3320945000000002,0.0,-0.051813,0.0,0.5084169410852777,2.2802815,0.6343370611140274,0.5084169410852777,4,866.0
2099,2099,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2038,200.1029217499528,400.6453867,317.0,0.0,0.0,1.839519,0.026253511,0.0549,0.0,0.6618143198525388,2.920672511,0.3112085794573126,0.6618143198525388,6,718.0
2100,2100,Ammonia,Electrolyser + SMR + ammonia synthesis,India,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2038,267.1204655499528,536.8153365,2227.0,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.40329329135668524,2.2766455000000003,0.6361717139107135,0.40329329135668524,3,1051.0
2102,2102,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2038,194.4604745499528,389.1807506,317.0,0.0,0.0,1.839519,0.026253511,0.02565,0.0,0.6835801317678591,2.891422511,0.3259675437870897,0.6835801317678591,7,630.0
2103,2103,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2038,261.4780183499528,525.3507004,2227.0,0.0,0.0,1.3320945000000002,0.0,-0.0259065,0.0,0.4250591032720059,2.306188,0.6212651599376386,0.4250591032720059,3,1013.0
2105,2105,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2038,128.78967604995282,255.7471927,317.0,0.0,0.0,1.839519,0.026253511,0.0238499999999999,0.0,0.9369060731217996,2.889622511,0.32687578774584525,0.9369060731217996,10,114.0
2106,2106,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2038,195.8072199499528,391.9171424,2227.0,0.0,0.0,1.3320945000000002,0.0,-0.0240885,0.0,0.6783850442401951,2.3080060000000002,0.6203478335392956,0.6783850442401951,7,650.0
2108,2108,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2038,119.4790743499528,236.8293974,317.0,0.0,0.0,1.839519,0.005261464,0.06885,0.0,0.972821837724907,2.9136304639999997,0.31476185537121404,0.972821837724907,11,24.0
2109,2109,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2038,186.4966181499528,372.9993472,2227.0,0.0,0.0,1.3320945000000002,0.0,-0.0695385,0.0,0.7143008092290537,2.262556,0.6432809934978725,0.7143008092290537,7,480.0
2111,2111,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2038,124.1179491499528,246.2549197,317.0,0.0,0.0,1.839519,0.026253511,0.0549,0.0,0.9549273191203697,2.920672511,0.3112085794573126,0.9549273191203697,10,59.0
2112,2112,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2038,191.1354930499528,382.4248695,2227.0,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.6964062902387651,2.2766455000000003,0.6361717139107135,0.6964062902387651,7,557.0
2114,2114,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2038,176.2008443499528,352.0798249,317.0,0.0,0.0,1.839519,0.032510825,0.0549,0.0,0.7540168877514162,2.9269298249999998,0.3080512641025702,0.7540168877514162,8,301.0
2115,2115,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2038,243.2183882499528,488.2497747,2227.0,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.4954958588698115,2.2766455000000003,0.6361717139107135,0.4954958588698115,4,898.0
2117,2117,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2038,126.1292808499528,250.3416547,317.0,0.0,0.0,1.839519,0.002735622,0.0521999999999999,0.0,0.9471685814787447,2.8944546219999996,0.32443760128818644,0.9471685814787447,10,87.0
2118,2118,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2038,193.1468247499528,386.5116044,2227.0,0.0,0.0,1.3320945000000002,0.0,-0.0527219999999999,0.0,0.6886475525971402,2.2793725,0.634795724313199,0.6886475525971402,7,611.0
2120,2120,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2039,244.8821148499528,491.6302263,312.25,0.0,0.0,1.839519,0.024084946,0.0391499999999999,0.0,0.48907801232724823,2.902753946,0.3202499285744338,0.48907801232724823,4,919.0
2121,2121,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2039,311.8996586499528,627.800176,2222.25,0.0,0.0,1.3320945000000002,0.0,-0.0395415,0.0,0.230556983831395,2.2925530000000003,0.6281451079252116,0.230556983831395,1,1439.0
2123,2123,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2039,180.9851197499528,361.8007801,312.25,0.0,0.0,1.839519,0.029811519,0.0607499999999999,0.0,0.735561484481095,2.9300805189999997,0.3064614869962441,0.735561484481095,7,371.0
2124,2124,Ammonia,Electrolyser + SMR + ammonia synthesis,China,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2039,248.0026636499528,497.9707299,2222.25,0.0,0.0,1.3320945000000002,0.0,-0.0613575,0.0,0.4770404555994904,2.2707370000000004,0.6391530247053283,0.4770404555994904,4,950.0
2126,2126,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2039,172.2377722499528,344.027436,312.25,0.0,0.0,1.839519,0.001367811,0.0513,0.0,0.769304488836182,2.8921868109999997,0.3255818933106026,0.769304488836182,8,261.0
2127,2127,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2039,239.2553161499528,480.1973857,2222.25,0.0,0.0,1.3320945000000002,0.0,-0.051813,0.0,0.5107834599545774,2.2802815,0.6343370611140274,0.5107834599545774,4,860.0
2129,2129,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2039,199.7409499499528,399.9099126,312.25,0.0,0.0,1.839519,0.024084946,0.0549,0.0,0.6632106306797716,2.918503946,0.3123027939353229,0.6632106306797716,6,712.0
2130,2130,Ammonia,Electrolyser + SMR + ammonia synthesis,India,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2039,266.7584938499528,536.0798623,2222.25,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.40468960179816704,2.2766455000000003,0.6361717139107135,0.40468960179816704,3,1050.0
2132,2132,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2039,194.0985027499528,388.4452765,312.25,0.0,0.0,1.839519,0.024084946,0.02565,0.0,0.6849764425950922,2.889253946,0.3270617582651,0.6849764425950922,7,627.0
2133,2133,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2039,261.1160466499528,524.6152263,2222.25,0.0,0.0,1.3320945000000002,0.0,-0.0259065,0.0,0.4264554137134874,2.306188,0.6212651599376386,0.4264554137134874,3,1012.0
2135,2135,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2039,128.6765102499528,255.5172561,312.25,0.0,0.0,1.839519,0.024084946,0.0238499999999999,0.0,0.9373426116361604,2.887453946,0.32797000222385553,0.9373426116361604,10,113.0
2136,2136,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2039,195.6940540499528,391.6872058,2222.25,0.0,0.0,1.3320945000000002,0.0,-0.0240885,0.0,0.678821583140307,2.3080060000000002,0.6203478335392956,0.678821583140307,7,649.0
2138,2138,Ammonia,Natural Gas SMR + ammonia synthesis,North America,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2039,119.3697085499528,236.607182,312.25,0.0,0.0,1.839519,0.003965499,0.06885,0.0,0.973243717690885,2.912334499,0.3154157733612186,0.973243717690885,11,22.0
2139,2139,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2039,186.3872523499528,372.7771317,2222.25,0.0,0.0,1.3320945000000002,0.0,-0.0695385,0.0,0.7147226891950318,2.262556,0.6432809934978725,0.7147226891950318,7,478.0
2141,2141,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2039,124.0047833499528,246.0249832,312.25,0.0,0.0,1.839519,0.024084946,0.0549,0.0,0.9553638576347304,2.918503946,0.3123027939353229,0.9553638576347304,10,57.0
2142,2142,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2039,191.0223271499528,382.1949329,2222.25,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.6968428291388772,2.2766455000000003,0.6361717139107135,0.6968428291388772,7,553.0
2144,2144,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2039,175.7874913499528,351.2399513,312.25,0.0,0.0,1.839519,0.029811519,0.0549,0.0,0.7556114022118499,2.924230519,0.30941327986219935,0.7556114022118499,8,296.0
2145,2145,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2039,242.8050351499528,487.409901,2222.25,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.4970903737159964,2.2766455000000003,0.6361717139107135,0.4970903737159964,4,894.0
2147,2147,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2039,125.9930278499528,250.0648083,312.25,0.0,0.0,1.839519,0.001367811,0.0521999999999999,0.0,0.9476941791610586,2.893086811,0.32512777133122484,0.9476941791610586,10,85.0
2148,2148,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2039,193.0105717499528,386.234758,2222.25,0.0,0.0,1.3320945000000002,0.0,-0.0527219999999999,0.0,0.689173150279454,2.2793725,0.634795724313199,0.689173150279454,7,608.0
2150,2150,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2040,244.5258476499528,490.9063431,307.5,0.0,0.0,1.839519,0.021916381,0.0391499999999999,0.0,0.49045231758734864,2.900585381,0.3213441430524441,0.49045231758734864,4,916.0
2151,2151,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2040,311.5433915499528,627.0762928,2217.5,0.0,0.0,1.3320945000000002,0.0,-0.0395415,0.0,0.23193128870574398,2.2925530000000003,0.6281451079252116,0.23193128870574398,1,1438.0
2153,2153,Ammonia,Natural Gas SMR + ammonia synthesis,China,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2040,180.5906712499528,360.9993177,307.5,0.0,0.0,1.839519,0.027112213,0.0607499999999999,0.0,0.7370830745920809,2.927381213,0.3078235027558731,0.7370830745920809,7,352.0
2154,2154,Ammonia,Electrolyser + SMR + ammonia synthesis,China,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2040,247.6082150499528,497.1692674,2217.5,0.0,0.0,1.3320945000000002,0.0,-0.0613575,0.0,0.47856204609622766,2.2707370000000004,0.6391530247053283,0.47856204609622766,4,947.0
2156,2156,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2040,171.6045295499528,342.7407784,307.5,0.0,0.0,1.839519,0.0,0.0513,0.0,0.7717472306140669,2.8908189999999996,0.32627206335364123,0.7717472306140669,8,259.0
2157,2157,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2040,238.6220734499528,478.9107282,2217.5,0.0,0.0,1.3320945000000002,0.0,-0.051813,0.0,0.5132262017324623,2.2802815,0.6343370611140274,0.5132262017324623,4,856.0
2159,2159,Ammonia,Natural Gas SMR + ammonia synthesis,India,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2040,199.3846828499528,399.1860294,307.5,0.0,0.0,1.839519,0.021916381,0.0549,0.0,0.6645849355541206,2.9163353809999997,0.3133970084133334,0.6645849355541206,6,703.0
2160,2160,Ammonia,Electrolyser + SMR + ammonia synthesis,India,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2040,266.4022267499528,535.3559791,2217.5,0.0,0.0,1.3320945000000002,0.0,-0.0554489999999999,0.0,0.406063906672516,2.2766455000000003,0.6361717139107135,0.406063906672516,3,1049.0
2162,2162,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,brownfield_renovation,Natural Gas SMR + CCS + ammonia synthesis,2040,193.7422356499528,387.7213933,307.5,0.0,0.0,1.839519,0.021916381,0.02565,0.0,0.686350747469441,2.887085381,0.3281559727431105,0.686350747469441,7,621.0
2163,2163,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,brownfield_newbuild,Natural Gas SMR + CCS + ammonia synthesis,2040,260.7597795499528,523.891343,2217.5,0.0,0.0,1.3320945000000002,0.0,-0.0259065,0.0,0.42782971858783647,2.306188,0.6212651599376386,0.42782971858783647,3,1010.0
