,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,decommission_bau_score,decommission_bau_score_binned,rank
2280,2280,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2044,265.105095,532.7203953,2198.5,0,0,1.3320945,0,-0.055449,0,0.411067609,2.2766455,0.636171714,0.411067609,3,1034
2282,2282,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2044,192.445104,385.0858095,288.5,0,0,1.839519,0.01324212,0.02565,0,0.691354449,2.87841112,0.332532831,0.691354449,7,593
2283,2283,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2044,259.4626478,521.2557593,2198.5,0,0,1.3320945,0,-0.0259065,0,0.432833421,2.306188,0.62126516,0.432833421,3,1005
2285,2285,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2044,128.0061814,254.1552451,288.5,0,0,1.839519,0.01324212,0.02385,0,0.939928414,2.87661112,0.333441075,0.939928414,10,106
2286,2286,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2044,195.0237253,390.3251948,2198.5,0,0,1.3320945,0,-0.0240885,0,0.681407385,2.308006,0.620347834,0.681407385,7,639
2288,2288,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2044,118.6590543,235.1632355,288.5,0,0,1.839519,0.001725372,0.06885,0,0.975985075,2.910094372,0.316546097,0.975985075,11,15
2289,2289,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2044,185.6765981,371.3331852,2198.5,0,0,1.3320945,0,-0.0695385,0,0.717464047,2.262556,0.643280993,0.717464047,7,457
2291,2291,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2044,123.3344545,244.6629721,288.5,0,0,1.839519,0.01324212,0.0549,0,0.95794966,2.90766112,0.317773867,0.95794966,10,49
2292,2292,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2044,190.3519984,380.8329219,2198.5,0,0,1.3320945,0,-0.055449,0,0.699428631,2.2766455,0.636171714,0.699428631,7,540
2294,2294,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2044,173.9068854,347.4188323,288.5,0,0,1.839519,0.016314991,0.0549,0,0.762865863,2.910733991,0.316223358,0.762865863,8,277
2295,2295,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2044,240.9244292,483.588782,2198.5,0,0,1.3320945,0,-0.055449,0,0.504344835,2.2766455,0.636171714,0.504344835,4,876
2297,2297,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2044,125.1906694,248.4345321,288.5,0,0,1.839519,0,0.0522,0,0.950789287,2.891719,0.325817941,0.950789287,10,78
2298,2298,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2044,192.2082133,384.6044819,2198.5,0,0,1.3320945,0,-0.052722,0,0.692268258,2.2793725,0.634795724,0.692268258,7,590
2300,2300,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2045,242.9511884,487.7068633,283.75,0,0,1.839519,0.011073555,0.03915,0,0.496526586,2.889742555,0.326815216,0.496526586,4,895
2301,2301,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2045,309.9687322,623.876813,2193.75,0,0,1.3320945,0,-0.0395415,0,0.238005557,2.292553,0.628145108,0.238005557,1,1429
2303,2303,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2045,178.9381123,357.6415573,283.75,0,0,1.839519,0.013615685,0.06075,0,0.743457842,2.913884685,0.314633581,0.743457842,7,326
2304,2304,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2045,245.9556562,493.811507,2193.75,0,0,1.3320945,0,-0.0613575,0,0.484936813,2.270737,0.639153025,0.484936813,4,929
2306,2306,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2045,168.7204289,336.8807035,283.75,0,0,1.839519,0,0.0513,0,0.782872685,2.890819,0.326272063,0.782872685,8,254
2307,2307,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2045,235.7379728,473.0506532,2193.75,0,0,1.3320945,0,-0.051813,0,0.524351657,2.2802815,0.634337061,0.524351657,4,847
2309,2309,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2045,197.8100235,395.9865496,283.75,0,0,1.839519,0.011073555,0.0549,0,0.670659204,2.905492555,0.318868081,0.670659204,6,673
2310,2310,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2045,264.8275674,532.1564993,2193.75,0,0,1.3320945,0,-0.055449,0,0.412138175,2.2766455,0.636171714,0.412138175,3,1030
2312,2312,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2045,192.1675763,384.5219135,283.75,0,0,1.839519,0.011073555,0.02565,0,0.692425016,2.876242555,0.333627046,0.692425016,7,589
2313,2313,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2045,259.1851202,520.6918633,2193.75,0,0,1.3320945,0,-0.0259065,0,0.433903987,2.306188,0.62126516,0.433903987,3,1002
2315,2315,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2045,127.8710507,253.880679,283.75,0,0,1.839519,0.011073555,0.02385,0,0.940449682,2.874442555,0.33453529,0.940449682,10,105
2316,2316,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2045,194.8885946,390.0506287,2193.75,0,0,1.3320945,0,-0.0240885,0,0.681928653,2.308006,0.620347834,0.681928653,7,637
2318,2318,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2045,118.5067027,234.8536791,283.75,0,0,1.839519,0.001489331,0.06885,0,0.976572774,2.909858331,0.316665198,0.976572774,11,14
2319,2319,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2045,185.5242465,371.0236288,2193.75,0,0,1.3320945,0,-0.0695385,0,0.718051745,2.262556,0.643280993,0.718051745,7,453
2321,2321,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2045,123.1993238,244.388406,283.75,0,0,1.839519,0.011073555,0.0549,0,0.958470928,2.905492555,0.318868081,0.958470928,10,48
2322,2322,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2045,190.2168676,380.5583558,2193.75,0,0,1.3320945,0,-0.055449,0,0.699949899,2.2766455,0.636171714,0.699949899,7,538
2324,2324,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2045,173.5924637,346.779973,283.75,0,0,1.839519,0.013615685,0.0549,0,0.764078749,2.908034685,0.317585373,0.764078749,8,273
2325,2325,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2045,240.6100076,482.9499228,2193.75,0,0,1.3320945,0,-0.055449,0,0.50555772,2.2766455,0.636171714,0.50555772,4,871
2327,2327,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2045,125.0247021,248.0973105,283.75,0,0,1.839519,0,0.0522,0,0.951429508,2.891719,0.325817941,0.951429508,10,77
2328,2328,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2045,192.0422459,384.2672602,2193.75,0,0,1.3320945,0,-0.052722,0,0.692908479,2.2793725,0.634795724,0.692908479,7,587
2330,2330,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2046,242.6946392,487.1855925,279,0,0,1.839519,0.00890499,0.03915,0,0.497516227,2.88757399,0.32790943,0.497516227,4,893
2331,2331,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2046,309.712183,623.3555422,2189,0,0,1.3320945,0,-0.0395415,0,0.238995199,2.292553,0.628145108,0.238995199,1,1428
2333,2333,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2046,178.6665901,357.0898636,279,0,0,1.839519,0.010916379,0.06075,0,0.744505242,2.911185379,0.315995596,0.744505242,7,324
2334,2334,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2046,245.684134,493.2598133,2189,0,0,1.3320945,0,-0.0613575,0,0.485984213,2.270737,0.639153025,0.485984213,4,927
2336,2336,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2046,168.2716095,335.9687673,279,0,0,1.839519,0,0.0513,0,0.784604012,2.890819,0.326272063,0.784604012,8,253
2337,2337,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2046,235.2891533,472.1387171,2189,0,0,1.3320945,0,-0.051813,0,0.526082983,2.2802815,0.634337061,0.526082983,4,844
2339,2339,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2046,197.5534744,395.4652788,279,0,0,1.839519,0.00890499,0.0549,0,0.671648845,2.90332399,0.319962296,0.671648845,6,671
2340,2340,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2046,264.5710182,531.6352285,2189,0,0,1.3320945,0,-0.055449,0,0.413127817,2.2766455,0.636171714,0.413127817,3,1029
2342,2342,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2046,191.9110272,384.0006427,279,0,0,1.839519,0.00890499,0.02565,0,0.693414657,2.87407399,0.33472126,0.693414657,7,585
2343,2343,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2046,258.928571,520.1705925,2189,0,0,1.3320945,0,-0.0259065,0,0.434893629,2.306188,0.62126516,0.434893629,3,1001
2345,2345,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2046,127.736484,253.607259,279,0,0,1.839519,0.00890499,0.02385,0,0.940968775,2.87227399,0.335629504,0.940968775,10,104
2346,2346,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2046,194.7540279,389.7772088,2189,0,0,1.3320945,0,-0.0240885,0,0.682447746,2.308006,0.620347834,0.682447746,7,635
2348,2348,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2046,118.3516159,234.5385652,279,0,0,1.839519,0.001194361,0.06885,0,0.977171023,2.909563361,0.316814034,0.977171023,11,12
2349,2349,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2046,185.3691598,370.7085149,2189,0,0,1.3320945,0,-0.0695385,0,0.718649994,2.262556,0.643280993,0.718649994,7,451
2351,2351,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2046,123.0647571,244.1149861,279,0,0,1.839519,0.00890499,0.0549,0,0.958990021,2.90332399,0.319962296,0.958990021,10,46
2352,2352,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2046,190.082301,380.2849358,2189,0,0,1.3320945,0,-0.055449,0,0.700468992,2.2766455,0.636171714,0.700468992,7,535
2354,2354,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2046,173.30235,346.190504,279,0,0,1.839519,0.010916379,0.0549,0,0.765197866,2.905335379,0.318947389,0.765197866,8,267
2355,2355,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2046,240.3198939,482.3604537,2189,0,0,1.3320945,0,-0.055449,0,0.506676838,2.2766455,0.636171714,0.506676838,4,868
2357,2357,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2046,124.8575846,247.7577519,279,0,0,1.839519,0,0.0522,0,0.952074166,2.891719,0.325817941,0.952074166,10,75
2358,2358,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2046,191.8751284,383.9277017,2189,0,0,1.3320945,0,-0.052722,0,0.693553137,2.2793725,0.634795724,0.693553137,7,583
2360,2360,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2047,242.4540348,486.6967193,274.25,0,0,1.839519,0.006736425,0.03915,0,0.498444362,2.885405425,0.329003645,0.498444362,4,891
2361,2361,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2047,309.4715787,622.866669,2184.25,0,0,1.3320945,0,-0.0395415,0,0.239923333,2.292553,0.628145108,0.239923333,1,1423
2363,2363,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2047,178.413669,356.5759644,274.25,0,0,1.839519,0.008217074,0.06075,0,0.745480888,2.908486074,0.317357612,0.745480888,7,322
2364,2364,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2047,245.4312128,492.7459141,2184.25,0,0,1.3320945,0,-0.0613575,0,0.48695986,2.270737,0.639153025,0.48695986,4,925
2366,2366,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2047,167.8728429,335.1585314,274.25,0,0,1.839519,0,0.0513,0,0.786142259,2.890819,0.326272063,0.786142259,8,252
2367,2367,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2047,234.8903868,471.3284811,2184.25,0,0,1.3320945,0,-0.051813,0,0.52762123,2.2802815,0.634337061,0.52762123,4,843
2369,2369,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2047,197.31287,394.9764056,274.25,0,0,1.839519,0.006736425,0.0549,0,0.67257698,2.901155425,0.32105651,0.67257698,6,669
2370,2370,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2047,264.3304139,531.1463553,2184.25,0,0,1.3320945,0,-0.055449,0,0.414055951,2.2766455,0.636171714,0.414055951,3,1027
2372,2372,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2047,191.6704228,383.5117695,274.25,0,0,1.839519,0.006736425,0.02565,0,0.694342792,2.871905425,0.335815475,0.694342792,7,576
2373,2373,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2047,258.6879667,519.6817192,2184.25,0,0,1.3320945,0,-0.0259065,0,0.435821763,2.306188,0.62126516,0.435821763,3,999
2375,2375,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2047,127.596223,253.3222688,274.25,0,0,1.839519,0.006736425,0.02385,0,0.941509833,2.870105425,0.336723719,0.941509833,10,103
2376,2376,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2047,194.6137668,389.4922185,2184.25,0,0,1.3320945,0,-0.0240885,0,0.682988805,2.308006,0.620347834,0.682988805,7,634
2378,2378,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2047,118.1944749,234.2192774,274.25,0,0,1.839519,0.000899391,0.06885,0,0.977777196,2.909268391,0.31696287,0.977777196,11,11
2379,2379,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2047,185.2120187,370.3892271,2184.25,0,0,1.3320945,0,-0.0695385,0,0.719256168,2.262556,0.643280993,0.719256168,7,447
2381,2381,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2047,122.924496,243.8299958,274.25,0,0,1.839519,0.006736425,0.0549,0,0.95953108,2.901155425,0.32105651,0.95953108,10,45
2382,2382,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2047,189.9420399,379.9999456,2184.25,0,0,1.3320945,0,-0.055449,0,0.701010051,2.2766455,0.636171714,0.701010051,7,533
2384,2384,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2047,173.0341354,345.6455307,274.25,0,0,1.839519,0.008217074,0.0549,0,0.766232508,2.902636074,0.320309404,0.766232508,8,266
2385,2385,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2047,240.0516793,481.8154804,2184.25,0,0,1.3320945,0,-0.055449,0,0.507711479,2.2766455,0.636171714,0.507711479,4,867
2387,2387,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2047,124.690547,247.4183558,274.25,0,0,1.839519,0,0.0522,0,0.952718515,2.891719,0.325817941,0.952718515,10,73
2388,2388,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2047,191.7080909,383.5883056,2184.25,0,0,1.3320945,0,-0.052722,0,0.694197487,2.2793725,0.634795724,0.694197487,7,578
2390,2390,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2048,242.230332,486.2421875,269.5,0,0,1.839519,0.004567859,0.03915,0,0.499307298,2.883236859,0.33009786,0.499307298,4,888
2391,2391,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2048,309.2478759,622.4121373,2179.5,0,0,1.3320945,0,-0.0395415,0,0.240786269,2.292553,0.628145108,0.240786269,1,1422
2393,2393,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2048,178.1804649,356.1021274,269.5,0,0,1.839519,0.005517768,0.06075,0,0.746380476,2.905786768,0.318719627,0.746380476,7,320
2394,2394,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2048,245.1980087,492.2720771,2179.5,0,0,1.3320945,0,-0.0613575,0,0.487859448,2.270737,0.639153025,0.487859448,4,922
2396,2396,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2048,167.5271324,334.4560977,269.5,0,0,1.839519,0,0.0513,0,0.787475842,2.890819,0.326272063,0.787475842,8,251
2397,2397,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2048,234.5446763,470.6260474,2179.5,0,0,1.3320945,0,-0.051813,0,0.528954813,2.2802815,0.634337061,0.528954813,4,840
2399,2399,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2048,197.0891672,394.5218738,269.5,0,0,1.839519,0.004567859,0.0549,0,0.673439916,2.898986859,0.322150725,0.673439916,6,667
2400,2400,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2048,264.1067111,530.6918236,2179.5,0,0,1.3320945,0,-0.055449,0,0.414918887,2.2766455,0.636171714,0.414918887,3,1025
2402,2402,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2048,191.44672,383.0572378,269.5,0,0,1.839519,0.004567859,0.02565,0,0.695205728,2.869736859,0.33690969,0.695205728,7,568
2403,2403,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2048,258.4642639,519.2271875,2179.5,0,0,1.3320945,0,-0.0259065,0,0.436684699,2.306188,0.62126516,0.436684699,3,998
2405,2405,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2048,127.4499258,253.0250141,269.5,0,0,1.839519,0.004567859,0.02385,0,0.942074177,2.867936859,0.337817934,0.942074177,10,101
2406,2406,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2048,194.4674696,389.1949638,2179.5,0,0,1.3320945,0,-0.0240885,0,0.683553148,2.308006,0.620347834,0.683553148,7,631
2408,2408,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2048,118.0351564,233.8955653,269.5,0,0,1.839519,0.000604422,0.06885,0,0.978391769,2.908973422,0.317111706,0.978391769,11,10
2409,2409,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2048,185.0527002,370.065515,2179.5,0,0,1.3320945,0,-0.0695385,0,0.719870741,2.262556,0.643280993,0.719870741,7,446
2411,2411,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2048,122.7781989,243.5327412,269.5,0,0,1.839519,0.004567859,0.0549,0,0.960095423,2.898986859,0.322150725,0.960095423,10,43
2412,2412,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2048,189.7957427,379.7026909,2179.5,0,0,1.3320945,0,-0.055449,0,0.701574394,2.2766455,0.636171714,0.701574394,7,529
2414,2414,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2048,172.7891338,345.1477228,269.5,0,0,1.839519,0.005517768,0.0549,0,0.767177604,2.899936768,0.32167142,0.767177604,8,264
2415,2415,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2048,239.8066776,481.3176726,2179.5,0,0,1.3320945,0,-0.055449,0,0.508656576,2.2766455,0.636171714,0.508656576,4,865
2417,2417,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2048,124.5235943,247.079132,269.5,0,0,1.839519,0,0.0522,0,0.953362538,2.891719,0.325817941,0.953362538,10,67
2418,2418,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2048,191.5411381,383.2490817,2179.5,0,0,1.3320945,0,-0.052722,0,0.694841509,2.2793725,0.634795724,0.694841509,7,570
