,Unnamed: 0,product,technology_origin,region,switch_type,technology_destination,year,tco,lcox,switch_capex,salvage_value,marginal cost,delta_co2_scope1,delta_co2_scope2,delta_co2_scope3_upstream,delta_co2_scope3_downstream,tco_normalized,sum_emissions_delta,sum_emissions_delta_normalized,decommission_bau_score,decommission_bau_score_binned,rank
1359,1359,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2044,199.3059901,404.9609264,832.8863956,0,0,1.4448555,0,0.3940515,0,0.664888494,2.838907,0.352465819,0.664888494,6,701.5
1361,1361,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2044,272.3220377,553.3189676,832.8863956,0,0,1.95228,0.01324212,0.42456,0,0.383228161,3.39008212,0.07435389,0.383228161,2,1088.5
1362,1362,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2044,272.3220377,553.3189676,832.8863956,0,0,1.4448555,0,0.314211,0,0.383228161,2.7590665,0.392751737,0.383228161,2,1088.5
1364,1364,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2044,224.0389587,455.2147391,832.8863956,0,0,1.95228,0.016314991,0.42456,0,0.569480753,3.393154991,0.072803381,0.569480753,5,794.5
1365,1365,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2044,224.0389587,455.2147391,832.8863956,0,0,1.4448555,0,0.314211,0,0.569480753,2.7590665,0.392751737,0.569480753,5,794.5
1367,1367,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2044,301.3427768,612.2849094,832.8863956,0,0,1.95228,0,0.40368,0,0.27128029,3.35596,0.091571228,0.27128029,1,1369.5
1368,1368,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2044,301.3427768,612.2849094,832.8863956,0,0,1.4448555,0,0.298758,0,0.27128029,2.7436135,0.400549011,0.27128029,1,1369.5
1370,1370,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2045,272.3930334,553.4632207,831.0848187,0,0,1.95228,0.011073555,0.30276,0,0.382954294,3.266113555,0.136905945,0.382954294,2,1108.5
1371,1371,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2045,272.3930334,553.4632207,831.0848187,0,0,1.4448555,0,0.2240685,0,0.382954294,2.668924,0.438235837,0.382954294,2,1108.5
1373,1373,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2045,223.5385,454.1978794,829.5266551,0,0,1.95228,0.013615685,0.4698,0,0.571411278,3.435695685,0.051338198,0.571411278,5,788.5
1374,1374,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2045,223.5385,454.1978794,829.5266551,0,0,1.4448555,0,0.3476925,0,0.571411278,2.792548,0.375857642,0.571411278,5,788.5
1376,1376,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2045,300.8833931,611.3515081,831.0848187,0,0,1.95228,0,0.39672,0,0.273052368,3.349,0.095083105,0.273052368,1,1365.5
1377,1377,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2045,300.8833931,611.3515081,831.0848187,0,0,1.4448555,0,0.293607,0,0.273052368,2.7384625,0.403148103,0.273052368,1,1365.5
1379,1379,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2045,272.3930334,553.4632207,831.0848187,0,0,1.95228,0.011073555,0.42456,0,0.382954294,3.387913555,0.075448104,0.382954294,2,1108.5
1380,1380,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2045,272.3930334,553.4632207,831.0848187,0,0,1.4448555,0,0.314211,0,0.382954294,2.7590665,0.392751737,0.382954294,2,1108.5
1382,1382,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2045,272.3930334,553.4632207,831.0848187,0,0,1.95228,0.011073555,0.19836,0,0.382954294,3.161713555,0.189584095,0.382954294,2,1108.5
1383,1383,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2045,272.3930334,553.4632207,831.0848187,0,0,1.4448555,0,0.1468035,0,0.382954294,2.591659,0.477222209,0.382954294,2,1108.5
1385,1385,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2045,272.3930334,553.4632207,831.0848187,0,0,1.95228,0.011073555,0.18444,0,0.382954294,3.147793555,0.196607848,0.382954294,2,1108.5
1386,1386,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2045,272.3930334,553.4632207,831.0848187,0,0,1.4448555,0,0.1365015,0,0.382954294,2.581357,0.482420392,0.382954294,2,1108.5
1388,1388,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2045,199.2090037,404.7638641,831.0848187,0,0,1.95228,0.001489331,0.53244,0,0.66526262,3.486209331,0.025850024,0.66526262,6,699.5
1389,1389,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2045,199.2090037,404.7638641,831.0848187,0,0,1.4448555,0,0.3940515,0,0.66526262,2.838907,0.352465819,0.66526262,6,699.5
1391,1391,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2045,272.3930334,553.4632207,831.0848187,0,0,1.95228,0.011073555,0.42456,0,0.382954294,3.387913555,0.075448104,0.382954294,2,1108.5
1392,1392,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2045,272.3930334,553.4632207,831.0848187,0,0,1.4448555,0,0.314211,0,0.382954294,2.7590665,0.392751737,0.382954294,2,1108.5
1394,1394,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2045,223.5943216,454.311301,831.0848187,0,0,1.95228,0.013615685,0.42456,0,0.571195946,3.390455685,0.074165396,0.571195946,5,790.5
1395,1395,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2045,223.5943216,454.311301,831.0848187,0,0,1.4448555,0,0.314211,0,0.571195946,2.7590665,0.392751737,0.571195946,5,790.5
1397,1397,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2045,300.8833931,611.3515081,831.0848187,0,0,1.95228,0,0.40368,0,0.273052368,3.35596,0.091571228,0.273052368,1,1365.5
1398,1398,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2045,300.8833931,611.3515081,831.0848187,0,0,1.4448555,0,0.298758,0,0.273052368,2.7436135,0.400549011,0.273052368,1,1365.5
1400,1400,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2046,272.5300432,553.7416048,829.447886,0,0,1.95228,0.00890499,0.30276,0,0.382425777,3.26394499,0.13800016,0.382425777,2,1128.5
1401,1401,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2046,272.5300432,553.7416048,829.447886,0,0,1.4448555,0,0.2240685,0,0.382425777,2.668924,0.438235837,0.382425777,2,1128.5
1403,1403,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2046,223.254501,453.6208346,829.2721914,0,0,1.95228,0.010916379,0.4698,0,0.572506808,3.432996379,0.052700214,0.572506808,5,784.5
1404,1404,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2046,223.254501,453.6208346,829.2721914,0,0,1.4448555,0,0.3476925,0,0.572506808,2.792548,0.375857642,0.572506808,5,784.5
1406,1406,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2046,300.4706823,610.5129395,829.447886,0,0,1.95228,0,0.39672,0,0.274644406,3.349,0.095083105,0.274644406,1,1361.5
1407,1407,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2046,300.4706823,610.5129395,829.447886,0,0,1.4448555,0,0.293607,0,0.274644406,2.7384625,0.403148103,0.274644406,1,1361.5
1409,1409,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2046,272.5300432,553.7416048,829.447886,0,0,1.95228,0.00890499,0.42456,0,0.382425777,3.38574499,0.076542319,0.382425777,2,1128.5
1410,1410,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2046,272.5300432,553.7416048,829.447886,0,0,1.4448555,0,0.314211,0,0.382425777,2.7590665,0.392751737,0.382425777,2,1128.5
1412,1412,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2046,272.5300432,553.7416048,829.447886,0,0,1.95228,0.00890499,0.19836,0,0.382425777,3.15954499,0.190678309,0.382425777,2,1128.5
1413,1413,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2046,272.5300432,553.7416048,829.447886,0,0,1.4448555,0,0.1468035,0,0.382425777,2.591659,0.477222209,0.382425777,2,1128.5
1415,1415,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2046,272.5300432,553.7416048,829.447886,0,0,1.95228,0.00890499,0.18444,0,0.382425777,3.14562499,0.197702063,0.382425777,2,1128.5
1416,1416,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2046,272.5300432,553.7416048,829.447886,0,0,1.4448555,0,0.1365015,0,0.382425777,2.581357,0.482420392,0.382425777,2,1128.5
1418,1418,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2046,199.1117322,404.5662225,829.447886,0,0,1.95228,0.001194361,0.53244,0,0.665637846,3.485914361,0.02599886,0.665637846,6,694.5
1419,1419,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2046,199.1117322,404.5662225,829.447886,0,0,1.4448555,0,0.3940515,0,0.665637846,2.838907,0.352465819,0.665637846,6,694.5
1421,1421,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2046,272.5300432,553.7416048,829.447886,0,0,1.95228,0.00890499,0.42456,0,0.382425777,3.38574499,0.076542319,0.382425777,2,1128.5
1422,1422,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2046,272.5300432,553.7416048,829.447886,0,0,1.4448555,0,0.314211,0,0.382425777,2.7590665,0.392751737,0.382425777,2,1128.5
1424,1424,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2046,223.2607828,453.6335984,829.447886,0,0,1.95228,0.010916379,0.42456,0,0.572482576,3.387756379,0.075527412,0.572482576,5,786.5
1425,1425,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2046,223.2607828,453.6335984,829.447886,0,0,1.4448555,0,0.314211,0,0.572482576,2.7590665,0.392751737,0.572482576,5,786.5
1427,1427,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2046,300.4706823,610.5129395,829.447886,0,0,1.95228,0,0.40368,0,0.274644406,3.35596,0.091571228,0.274644406,1,1361.5
1428,1428,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2046,300.4706823,610.5129395,829.447886,0,0,1.4448555,0,0.298758,0,0.274644406,2.7436135,0.400549011,0.274644406,1,1361.5
1430,1430,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2047,272.6738881,554.0338768,829.0177276,0,0,1.95228,0.006736425,0.30276,0,0.381870893,3.261776425,0.139094374,0.381870893,2,1148.5
1431,1431,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2047,272.6738881,554.0338768,829.0177276,0,0,1.4448555,0,0.2240685,0,0.381870893,2.668924,0.438235837,0.381870893,2,1148.5
1433,1433,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2047,223.0194597,453.1432648,829.0177276,0,0,1.95228,0.008217074,0.4698,0,0.573413483,3.430297074,0.054062229,0.573413483,5,781.5
1434,1434,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2047,223.0194597,453.1432648,829.0177276,0,0,1.4448555,0,0.3476925,0,0.573413483,2.792548,0.375857642,0.573413483,5,781.5
1436,1436,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2047,300.1641744,609.89016,829.0177276,0,0,1.95228,0,0.39672,0,0.275826764,3.349,0.095083105,0.275826764,1,1347.5
1437,1437,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2047,300.1641744,609.89016,829.0177276,0,0,1.4448555,0,0.293607,0,0.275826764,2.7384625,0.403148103,0.275826764,1,1347.5
1439,1439,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2047,272.6738881,554.0338768,829.0177276,0,0,1.95228,0.006736425,0.42456,0,0.381870893,3.383576425,0.077636533,0.381870893,2,1148.5
1440,1440,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2047,272.6738881,554.0338768,829.0177276,0,0,1.4448555,0,0.314211,0,0.381870893,2.7590665,0.392751737,0.381870893,2,1148.5
1442,1442,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2047,272.6738881,554.0338768,829.0177276,0,0,1.95228,0.006736425,0.19836,0,0.381870893,3.157376425,0.191772524,0.381870893,2,1148.5
1443,1443,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2047,272.6738881,554.0338768,829.0177276,0,0,1.4448555,0,0.1468035,0,0.381870893,2.591659,0.477222209,0.381870893,2,1148.5
1445,1445,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2047,272.6738881,554.0338768,829.0177276,0,0,1.95228,0.006736425,0.18444,0,0.381870893,3.143456425,0.198796277,0.381870893,2,1148.5
1446,1446,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2047,272.6738881,554.0338768,829.0177276,0,0,1.4448555,0,0.1365015,0,0.381870893,2.581357,0.482420392,0.381870893,2,1148.5
1448,1448,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2047,199.0640223,404.469283,829.0177276,0,0,1.95228,0.000899391,0.53244,0,0.665821888,3.485619391,0.026147696,0.665821888,6,690.5
1449,1449,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2047,199.0640223,404.469283,829.0177276,0,0,1.4448555,0,0.3940515,0,0.665821888,2.838907,0.352465819,0.665821888,6,690.5
1451,1451,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2047,272.6738881,554.0338768,829.0177276,0,0,1.95228,0.006736425,0.42456,0,0.381870893,3.383576425,0.077636533,0.381870893,2,1148.5
1452,1452,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2047,272.6738881,554.0338768,829.0177276,0,0,1.4448555,0,0.314211,0,0.381870893,2.7590665,0.392751737,0.381870893,2,1148.5
1454,1454,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2047,223.0194597,453.1432648,829.0177276,0,0,1.95228,0.008217074,0.42456,0,0.573413483,3.385057074,0.076889427,0.573413483,5,781.5
1455,1455,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2047,223.0194597,453.1432648,829.0177276,0,0,1.4448555,0,0.314211,0,0.573413483,2.7590665,0.392751737,0.573413483,5,781.5
1457,1457,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2047,300.1641744,609.89016,829.0177276,0,0,1.95228,0,0.40368,0,0.275826764,3.35596,0.091571228,0.275826764,1,1347.5
1458,1458,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2047,300.1641744,609.89016,829.0177276,0,0,1.4448555,0,0.298758,0,0.275826764,2.7436135,0.400549011,0.275826764,1,1347.5
1460,1460,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2048,272.7863334,554.2623494,828.7632639,0,0,1.95228,0.004567859,0.30276,0,0.381437134,3.259607859,0.140188589,0.381437134,2,1158.5
1461,1461,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2048,272.7863334,554.2623494,828.7632639,0,0,1.4448555,0,0.2240685,0,0.381437134,2.668924,0.438235837,0.381437134,2,1158.5
1463,1463,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2048,222.8362281,452.7709647,828.7632639,0,0,1.95228,0.005517768,0.4698,0,0.574120301,3.427597768,0.055424245,0.574120301,5,777.5
1464,1464,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2048,222.8362281,452.7709647,828.7632639,0,0,1.4448555,0,0.3476925,0,0.574120301,2.792548,0.375857642,0.574120301,5,777.5
1466,1466,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2048,299.9306151,609.4156013,828.7632639,0,0,1.95228,0,0.39672,0,0.276727722,3.349,0.095083105,0.276727722,1,1343.5
1467,1467,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2048,299.9306151,609.4156013,828.7632639,0,0,1.4448555,0,0.293607,0,0.276727722,2.7384625,0.403148103,0.276727722,1,1343.5
1469,1469,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2048,272.7863334,554.2623494,828.7632639,0,0,1.95228,0.004567859,0.42456,0,0.381437134,3.381407859,0.078730748,0.381437134,2,1158.5
1470,1470,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2048,272.7863334,554.2623494,828.7632639,0,0,1.4448555,0,0.314211,0,0.381437134,2.7590665,0.392751737,0.381437134,2,1158.5
1472,1472,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2048,272.7863334,554.2623494,828.7632639,0,0,1.95228,0.004567859,0.19836,0,0.381437134,3.155207859,0.192866739,0.381437134,2,1158.5
1473,1473,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2048,272.7863334,554.2623494,828.7632639,0,0,1.4448555,0,0.1468035,0,0.381437134,2.591659,0.477222209,0.381437134,2,1158.5
1475,1475,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2048,272.7863334,554.2623494,828.7632639,0,0,1.95228,0.004567859,0.18444,0,0.381437134,3.141287859,0.199890492,0.381437134,2,1158.5
1476,1476,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2048,272.7863334,554.2623494,828.7632639,0,0,1.4448555,0,0.1365015,0,0.381437134,2.581357,0.482420392,0.381437134,2,1158.5
1478,1478,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2048,199.029584,404.3993094,828.7632639,0,0,1.95228,0.000604422,0.53244,0,0.665954734,3.485324422,0.026296531,0.665954734,6,687.5
1479,1479,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2048,199.029584,404.3993094,828.7632639,0,0,1.4448555,0,0.3940515,0,0.665954734,2.838907,0.352465819,0.665954734,6,687.5
1481,1481,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2048,272.7863334,554.2623494,828.7632639,0,0,1.95228,0.004567859,0.42456,0,0.381437134,3.381407859,0.078730748,0.381437134,2,1158.5
1482,1482,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2048,272.7863334,554.2623494,828.7632639,0,0,1.4448555,0,0.314211,0,0.381437134,2.7590665,0.392751737,0.381437134,2,1158.5
1484,1484,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2048,222.8362281,452.7709647,828.7632639,0,0,1.95228,0.005517768,0.42456,0,0.574120301,3.382357768,0.078251443,0.574120301,5,777.5
1485,1485,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2048,222.8362281,452.7709647,828.7632639,0,0,1.4448555,0,0.314211,0,0.574120301,2.7590665,0.392751737,0.574120301,5,777.5
1487,1487,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2048,299.9306151,609.4156013,828.7632639,0,0,1.95228,0,0.40368,0,0.276727722,3.35596,0.091571228,0.276727722,1,1343.5
1488,1488,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2048,299.9306151,609.4156013,828.7632639,0,0,1.4448555,0,0.298758,0,0.276727722,2.7436135,0.400549011,0.276727722,1,1343.5
1490,1490,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2049,272.8597631,554.411548,828.5088002,0,0,1.95228,0.002399294,0.30276,0,0.381153878,3.257439294,0.141282804,0.381153878,2,1168.5
1491,1491,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2049,272.8597631,554.411548,828.5088002,0,0,1.4448555,0,0.2240685,0,0.381153878,2.668924,0.438235837,0.381153878,2,1168.5
1493,1493,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2049,222.7078291,452.5100765,828.5088002,0,0,1.95228,0.002818462,0.4698,0,0.574615602,3.424898462,0.056786261,0.574615602,5,773.5
1494,1494,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2049,222.7078291,452.5100765,828.5088002,0,0,1.4448555,0,0.3476925,0,0.574615602,2.792548,0.375857642,0.574615602,5,773.5
1496,1496,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2049,299.7676674,609.0845152,828.5088002,0,0,1.95228,0,0.39672,0,0.277356295,3.349,0.095083105,0.277356295,1,1339.5
1497,1497,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2049,299.7676674,609.0845152,828.5088002,0,0,1.4448555,0,0.293607,0,0.277356295,2.7384625,0.403148103,0.277356295,1,1339.5
1499,1499,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2049,272.8597631,554.411548,828.5088002,0,0,1.95228,0.002399294,0.42456,0,0.381153878,3.379239294,0.079824963,0.381153878,2,1168.5
1500,1500,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2049,272.8597631,554.411548,828.5088002,0,0,1.4448555,0,0.314211,0,0.381153878,2.7590665,0.392751737,0.381153878,2,1168.5
1502,1502,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2049,272.8597631,554.411548,828.5088002,0,0,1.95228,0.002399294,0.19836,0,0.381153878,3.153039294,0.193960953,0.381153878,2,1168.5
1503,1503,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2049,272.8597631,554.411548,828.5088002,0,0,1.4448555,0,0.1468035,0,0.381153878,2.591659,0.477222209,0.381153878,2,1168.5
1505,1505,Ammonia,Natural Gas SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2049,272.8597631,554.411548,828.5088002,0,0,1.95228,0.002399294,0.18444,0,0.381153878,3.139119294,0.200984707,0.381153878,2,1168.5
1506,1506,Ammonia,Electrolyser + SMR + ammonia synthesis,Middle East,decommission,Decommissioned,2049,272.8597631,554.411548,828.5088002,0,0,1.4448555,0,0.1365015,0,0.381153878,2.581357,0.482420392,0.381153878,2,1168.5
1508,1508,Ammonia,Natural Gas SMR + ammonia synthesis,North America,decommission,Decommissioned,2049,199.0028627,404.3450155,828.5088002,0,0,1.95228,0.000309452,0.53244,0,0.666057812,3.485029452,0.026445367,0.666057812,6,685.5
1509,1509,Ammonia,Electrolyser + SMR + ammonia synthesis,North America,decommission,Decommissioned,2049,199.0028627,404.3450155,828.5088002,0,0,1.4448555,0,0.3940515,0,0.666057812,2.838907,0.352465819,0.666057812,6,685.5
1511,1511,Ammonia,Natural Gas SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2049,272.8597631,554.411548,828.5088002,0,0,1.95228,0.002399294,0.42456,0,0.381153878,3.379239294,0.079824963,0.381153878,2,1168.5
1512,1512,Ammonia,Electrolyser + SMR + ammonia synthesis,Oceania,decommission,Decommissioned,2049,272.8597631,554.411548,828.5088002,0,0,1.4448555,0,0.314211,0,0.381153878,2.7590665,0.392751737,0.381153878,2,1168.5
1514,1514,Ammonia,Natural Gas SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2049,222.7078291,452.5100765,828.5088002,0,0,1.95228,0.002818462,0.42456,0,0.574615602,3.379658462,0.079613459,0.574615602,5,773.5
1515,1515,Ammonia,Electrolyser + SMR + ammonia synthesis,Rest of Asia,decommission,Decommissioned,2049,222.7078291,452.5100765,828.5088002,0,0,1.4448555,0,0.314211,0,0.574615602,2.7590665,0.392751737,0.574615602,5,773.5
1517,1517,Ammonia,Natural Gas SMR + ammonia synthesis,Russia,decommission,Decommissioned,2049,299.7676674,609.0845152,828.5088002,0,0,1.95228,0,0.40368,0,0.277356295,3.35596,0.091571228,0.277356295,1,1339.5
1518,1518,Ammonia,Electrolyser + SMR + ammonia synthesis,Russia,decommission,Decommissioned,2049,299.7676674,609.0845152,828.5088002,0,0,1.4448555,0,0.298758,0,0.277356295,2.7436135,0.400549011,0.277356295,1,1339.5
1520,1520,Ammonia,Natural Gas SMR + ammonia synthesis,Africa,decommission,Decommissioned,2050,272.8927632,554.4785994,828.2543365,0,0,1.95228,0.000230729,0.30276,0,0.38102658,3.255270729,0.142377018,0.38102658,2,1178.5
1521,1521,Ammonia,Electrolyser + SMR + ammonia synthesis,Africa,decommission,Decommissioned,2050,272.8927632,554.4785994,828.2543365,0,0,1.4448555,0,0.2240685,0,0.38102658,2.668924,0.438235837,0.38102658,2,1178.5
1523,1523,Ammonia,Natural Gas SMR + ammonia synthesis,China,decommission,Decommissioned,2050,222.637467,452.3671109,828.2543365,0,0,1.95228,0.000119156,0.4698,0,0.574887025,3.422199156,0.058148276,0.574887025,5,769.5
1524,1524,Ammonia,Electrolyser + SMR + ammonia synthesis,China,decommission,Decommissioned,2050,222.637467,452.3671109,828.2543365,0,0,1.4448555,0,0.3476925,0,0.574887025,2.792548,0.375857642,0.574887025,5,769.5
1526,1526,Ammonia,Natural Gas SMR + ammonia synthesis,Europe,decommission,Decommissioned,2050,299.6795131,608.9053982,828.2543365,0,0,1.95228,0,0.39672,0,0.277696351,3.349,0.095083105,0.277696351,1,1335.5
1527,1527,Ammonia,Electrolyser + SMR + ammonia synthesis,Europe,decommission,Decommissioned,2050,299.6795131,608.9053982,828.2543365,0,0,1.4448555,0,0.293607,0,0.277696351,2.7384625,0.403148103,0.277696351,1,1335.5
1529,1529,Ammonia,Natural Gas SMR + ammonia synthesis,India,decommission,Decommissioned,2050,272.8927632,554.4785994,828.2543365,0,0,1.95228,0.000230729,0.42456,0,0.38102658,3.377070729,0.080919177,0.38102658,2,1178.5
1530,1530,Ammonia,Electrolyser + SMR + ammonia synthesis,India,decommission,Decommissioned,2050,272.8927632,554.4785994,828.2543365,0,0,1.4448555,0,0.314211,0,0.38102658,2.7590665,0.392751737,0.38102658,2,1178.5
1532,1532,Ammonia,Natural Gas SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2050,272.8927632,554.4785994,828.2543365,0,0,1.95228,0.000230729,0.19836,0,0.38102658,3.150870729,0.195055168,0.38102658,2,1178.5
1533,1533,Ammonia,Electrolyser + SMR + ammonia synthesis,Latin America,decommission,Decommissioned,2050,272.8927632,554.4785994,828.2543365,0,0,1.4448555,0,0.1468035,0,0.38102658,2.591659,0.477222209,0.38102658,2,1178.5
